abil_skill_acidburstclose_name	酸液爆发
abil_skill_ironbreathing_desc	用古老的秘术祛除所有中毒状态和流血状态。如果移除了任何异常状态，还能对自身产生治疗效果。
abil_skill_ironbreathing_extradesc	治疗：^number1^精神力加上等级 x ^number2^的治疗量。如果异常状态来自不值一提的敌人，将不会恢复生命值。
abil_skill_ironbreathing_shortdesc	消除中毒和流血状态，消除成功则治疗自己。
abil_skill_itemworldcrystalaura_name	晶体光环
abil_skill_jadebeetlearmorbreak_name	甲虫出击
abil_skill_jadebeetlecharge_name	巨人冲锋
abil_skill_jadebeetlerush_name	甲虫冲刺
abil_skill_keeneyes_desc	调查怪物时能看到更详细的信息。
abil_skill_keeneyes_name	敏锐目光
abil_skill_kineticmagic_desc	（被动）当体力低于^number1^时，精神力提高^number2^。
abil_skill_kineticmagic_name	动力法术学
abil_skill_kunaitoss_name	投掷苦无
abil_skill_laserclaw_name	散射激光
abil_skill_laserfield2_name	能量场
abil_skill_lasershot2_name	守护者激光
abil_skill_lasershot_name	激光射击
abil_skill_lavabite_name	熔岩啃噬
abil_skill_lavashield_name	法斯玛护盾
abil_skill_leap_name	跳跃
abil_skill_lightarmormastery1_desc	（无费用被动）装备轻甲时，你的移动技能降低最多^number1^回合冷却时间（最少降低^number2^回合）。
abil_skill_lightarmormastery1_name	轻甲大师
abil_skill_lightningbrew2_shortdesc	用光轰击一片区域。
abil_skill_lightningcircle_name	雷电环
abil_skill_lightningdodgebuff_name	电光极速
abil_skill_lightningline_name	闪电打击
abil_skill_lightningstorm_name	闪电风暴
abil_skill_linecharge_name	暴烈冲锋
abil_skill_luciddreamer_name	清醒梦者
abil_skill_macemastery1_extradesc	伤害：^number1^武器威力的伤害，^number2^几率击晕。
abil_skill_macemastery1_name	狂怒
abil_skill_macemastery1_shortdesc	用极大的力量猛击周围随机一个敌人，有一定概率击昏他们！
abil_skill_macemastery2_desc	（无费用被动）装备锤子攻击时，对之前^number2^回合内被击晕过的怪物造成^number1^额外伤害。
abil_skill_macemastery2_name	残暴粉碎者
abil_skill_macemastery3_desc	（无费用被动）装备锤子，一击造成至少^number1^怪物最大生命值的伤害时，击晕的几率翻倍。
abil_skill_macemastery3_name	破甲
abil_skill_macemastery4_desc	使出巨力对敌人挥出一记近战攻击，造成大量伤害并击退敌人。
abil_skill_macemastery4_extradesc	伤害：^number2^武器威力的伤害，如果目标撞到其他物体，造成^number3^额外伤害。
abil_skill_macemastery4_name	全垒打
abil_skill_macemastery4_shortdesc	攻击并击晕近身的敌人，击退^number1^格。
abil_skill_managespellshapes_desc	选择想要使用的塑法术的法形或法态。同时只能激活一种。
abil_skill_managespellshapes_name	塑法术
abil_skill_manaseeker_desc	（被动）从敌人身上汇集魔力，并将所有增益道具变为增加能量恢复。
abil_skill_manaseeker_name	嗜魔者
abil_skill_materializeacid_name	物化强酸
abil_skill_mediumarmormastery1_desc	（无费用被动）装备中甲时，每^number2^点灵巧提高^number1^闪避几率。
abil_skill_mediumarmormastery1_name	中甲大师
abil_skill_megabeam_name	瓦解射线
abil_skill_moldmindcontrol_name	思维控制
abil_skill_mon_counterattack_desc	在受到近战攻击时，有^number1^机率发动反击。
abil_skill_mon_counterattack_name	反戈一击
abil_skill_mon_desperatestrike_desc	当生命值为^number1^或更低时可以使用的强大范围攻击。
abil_skill_mon_desperatestrike_name	殊死一击
abil_skill_mon_fasthealing_desc	你的宠物在你的治疗下回复了^number1^点生命值。
abil_skill_mon_fasthealing_name	快速治疗
abil_skill_mon_taunt_desc	怪物^number1^更倾向于攻击你的宠物而非你本人。
abil_skill_mon_taunt_name	骚扰
abil_skill_monavenger_name	复仇者
abil_skill_mondivineretribution_name	神圣愤怒
abil_skill_monfireevocation_name	熔火召唤
abil_skill_monflameserpent_name	火焰长蛇
abil_skill_monrocketcharge_desc	长距离前冲，撞到一个墙壁会停止。
abil_skill_monrocketcharge_name	火焰冲刺
abil_skill_monrocketcharge_shortdesc	长距离前冲，撞到一个墙壁会停止。
abil_skill_monshadowevocation_name	暗影召唤
abil_skill_monshadowstep_name	踏影突进
abil_skill_monstaticfield_name	静电场
abil_skill_monstermallet_desc	尝试去击倒一个生命值极低的非精英怪。
abil_skill_monstermallet_shortdesc	尝试击晕一个生命值低于^number1^的非精英怪。
abil_skill_mortarfire_name	迫击炮来袭
abil_skill_mossbeastvine_name	召唤护花兽
abil_skill_mutagenself_name	诱变剂
abil_skill_negator_name	副能流
abil_skill_neutralize_name	中和术
abil_skill_nigiri_name	寿司卷
abil_skill_nordshout_name	河东狮吼
abil_skill_nordshout_shortdesc	推开附近所有的敌人。
abil_skill_panthoxskin_desc	（被动）你坚硬的皮肤能提供给你基于你的元素抗性的物理防御加成。
abil_skill_panthoxskin_extradesc	平均元素抗性的^number1^加成至物理抗性。此数值无法为负。
abil_skill_panthoxskin_name	蓝狐皮肤
abil_skill_panthroxroar_name	潘斯洛克斯咆哮
abil_skill_parry20_name	被动回避
abil_skill_partinggift_extradesc	爆炸造成^number1^武器威力的火属性伤害。
abil_skill_partinggift_name	离别赠礼
abil_skill_partinggift_shortdesc	将爆炸能量灌注到你的召唤物中，当召唤物死亡时引发爆炸。
abil_skill_passiveshadowhit_name	暗影突袭
abil_skill_phaseblink_name	相位闪现
abil_skill_phasejump_name	相位跳跃
abil_skill_phasmabolt_name	法斯玛之奔
abil_skill_phasmashot_name	法斯玛射击
abil_skill_phoenixwing_desc	用气功制造一条道路。行走在这条路上会对周围敌人造成伤害。
abil_skill_phoenixwing_extradesc	伤害：每步造成^number1^武器威力的伤害。
abil_skill_phoenixwing_name	凤凰之翼
abil_skill_phoenixwing_shortdesc	制造一条能量路径，走在上面会对周围敌人造成伤害。
abil_skill_photoncannon_extradesc	伤害：^number1^精神力和^number2^武器威力的火属性伤害。
abil_skill_photoncannon_name	光子炮
abil_skill_photoncannon_shortdesc	用你的符文水晶使符文能量在一条直线上爆炸。
abil_skill_photosynthesis_desc	吸收太阳能量暂时强化你召唤的植物。
abil_skill_photosynthesis_extradesc	护花兽，喷射植物，死亡蔓延和荆棘之床在^number2^回合内造成^number1^伤害。
abil_skill_photosynthesis_name	光合作用
abil_skill_piercebonus_desc	用穿刺武器造成^number1^伤害。
abil_skill_plantsynergy_desc	（被动）在已召唤植物旁能产生更多的能量。
abil_skill_plantsynergy_name	株联壁合
abil_skill_plaser_name	法斯玛光线
abil_skill_playerclawrake_desc	在一回合后对周围敌人施放一记强力的爪击，当你生命值较低时造成更多伤害。并给予你短暂地对推拉效果免疫。
abil_skill_playerclawrake_extradesc	伤害：^number1^武器威力的物理伤害，损失的生命值越多伤害越高，最多造成^number2^伤害。^number3^回合内无视位移效果。
abil_skill_playerclawrake_name	复仇之爪
abil_skill_playerclawrake_shortdesc	在一回合后对周围敌人施放一记强力的爪击。
abil_skill_playerfirebreath_desc	一回合后释放一道锥形的火焰吐息。短暂地提高你的火焰抗性。
abil_skill_playerfirebreath_extradesc	伤害：^number1^武器威力和^number2^精神力的火属性伤害。在接下来的^number4^回合获得^number3^火属性抗性。
abil_skill_playerfirebreath_name	蝾螈吐息
abil_skill_playerfirebreath_shortdesc	准备一道造成范围伤害的火焰吐息并在一回合后释放。
abil_skill_playerfroghop_desc	跳到目标格子。在一小段时间内，只要你被强力的攻击打中就会给予你生命恢复。
abil_skill_playerfroghop_extradesc	如果你受到高于^number2^最大生命值的伤害，你会恢复^number1^最大生命值。状态持续^number3^回合。
abil_skill_playerfroghop_shortdesc	立即跳到目标格子。
abil_skill_playericetraps_desc	以自身为中心召唤一圈冰冻陷阱。踩上陷阱的怪物将冻结。暂时提高^number1^水属性抗性。
abil_skill_playericetraps_extradesc	被冻结的怪物无法移动或攻击，但可以使用技能。水属性抗性持续^number2^回合。
abil_skill_playericetraps_name	冰冻陷阱
abil_skill_playericetraps_shortdesc	召唤一个集中在你周围的大型环状冰冻陷阱。
abil_skill_playermortarfire_desc	召唤一轮在一回合后来袭的迫击炮火。短时间内给予你一个新的远程攻击：爆破榴弹。
abil_skill_playermortarfire_extradesc	每次冲击的伤害：^number1^武器威力和精神力的火属性伤害。远程攻击在^number3^回合内额外造成^number2^火属性伤害。
abil_skill_playermortarfire_shortdesc	召唤一轮在一轮后来袭的炮击炮火。
abil_skill_playerneutralize_desc	消去敌人的增益效果，降低它们的物理防御。同时增加你的物理防御。
abil_skill_playerneutralize_extradesc	只消除临时状态。^number3^回合内，降低敌人^number1^防御，提高自身^number2^防御。
abil_skill_playerneutralize_shortdesc	消去敌人的增益效果，降低它们的物理防御。
abil_skill_playerrocktoss_desc	向一个敌人投掷一块石头，在你生命值较高时造成额外伤害，有几率对敌人造成眩晕。短时间内，你获得土抗性，对流血和中毒免疫。
abil_skill_playerrocktoss_extradesc	伤害：^number1^武器威力的物理伤害，基于当前生命值占最大生命值的比例额外造成最多^number2^伤害。免疫流血和中毒^number3^回合。
abil_skill_playerrocktoss_shortdesc	向一个敌人投掷一块石头，在你生命值较高时造成额外伤害。
abil_skill_playersharkroar_desc	发出一声威武的咆哮将怪物吓得魂飞魄散！敌人会被减速甚至可能逃跑。短暂地提升充能速度。
abil_skill_playersharkroar_extradesc	在接下来的^number2^回合，每回合提高^number1^暴击率。
abil_skill_playersharkroar_name	威武咆哮
abil_skill_playersharkroar_shortdesc	对周围敌人发出咆哮，减少敌人充能时间进度，几率早成敌人逃跑。
abil_skill_playerthunderstorm_desc	召唤闪电打击你周围的敌人，并有几率对敌人造成困惑。之后闪电进行随机打击。
abil_skill_playerthunderstorm_extradesc	伤害：^number1^精神力的电属性伤害。^number2^回合内闪电持续攻击随机目标。
abil_skill_playerthunderstorm_name	闪电风暴
abil_skill_playerthunderstorm_shortdesc	召唤闪电打击你周围的敌人。
abil_skill_playervinepull_desc	用藤蔓猛击一个怪物并把它拉拽过来。并生成一个短暂存在的荆棘掩体。
abil_skill_playervinepull_extradesc	伤害：^number1^武器威力的毒属性伤害。荆棘在^number3^回合中造成受到的近战伤害的^number2^伤害
abil_skill_playervinepull_shortdesc	攻击一个远处的敌人并把它拉向你。
abil_skill_playerwebshot_desc	对一个敌人射出丝网，造成绊足效果。同时移除自身受到的定身效果并短暂对定身效果免疫。
abil_skill_playerwebshot_extradesc	敌人被绊足^number1^回合。免疫绊足^number2^回合。
abil_skill_playerwebshot_shortdesc	对一个敌人射出丝网，造成绊足效果。
abil_skill_poisoncloud_name	毒雾
abil_skill_poisonthorn_name	毒刺
abil_skill_portalwarp_name	维度跳跃
abil_skill_portalwarp_shortdesc	跳过空地到目标位置！
abil_skill_powerkick_2_desc	翻云覆雨，排山倒海！击退并击晕敌人一回合，若撞到其他单位则造成伤害。
abil_skill_powerkick_2_name	排云掌
abil_skill_powerkick_2_shortdesc	击退目标敌人，击晕他们。撞到其他单位则会造成伤害。
abil_skill_powerkick_desc	翻云覆雨，排山倒海！击昏并击退敌人，若撞到其他单位则造成伤害。
abil_skill_powerkick_extradesc	撞击伤害：^number1^武器威力的物理伤害。
abil_skill_powerkick_shortdesc	击退目标敌人，击晕他们。撞到其他单位则会造成伤害。
abil_skill_powershield_name	能量护盾
abil_skill_ppbleed_desc	（被动）你的每次攻击都会击中神阙穴，让敌人流血。对这种状态下的敌人使用武道家技能会恶化流血状态并将状态扩散至其他敌人！
abil_skill_ppbleed_extradesc	伤害：每回合造成^number1^武器威力的物理伤害。
abil_skill_ppbleed_name	穴位：流血
abil_skill_ppexplode_desc	（被动）你的每次攻击都会击中百会穴，使敌人在死亡时爆炸。对这种状态下的敌人使用武道家技能会将他们固定在原地！
abil_skill_ppexplode_extradesc	爆炸造成^number1^武器威力的火属性伤害。
abil_skill_ppexplode_name	穴位：爆炸
abil_skill_ppextradamage_desc	（被动）你的每次攻击都会击中龙眼穴，使敌人受到更多伤害。对这种状态下的敌人使用武道家技能会使其神志不清！
abil_skill_ppextradamage_extradesc	被标记的敌人受到额外^number1^伤害。
abil_skill_ppextradamage_name	穴位：疼痛
abil_skill_pullmon2_name	怪物拖拽
abil_skill_pullmon_name	怪物拉拽
abil_skill_pumpkin_name	南瓜
abil_skill_pumpkinbomb_name	庞金炸弹
abil_skill_pumpkinbomb_shortdesc	区域内爆炸造成火焰伤害，可能会引起恐惧。
abil_skill_qimastery_desc	（被动）暴击时恢复^number1^到^number2^点能量。
abil_skill_qimastery_extradesc	当怪物过于弱小或者接近时失效。
abil_skill_qimastery_name	气功精通
abil_skill_qistrike_extradesc	伤害：^number1^武器威力和^number2^精神力的电属性伤害。
abil_skill_qistrike_name	气功波
abil_skill_qistrike_shortdesc	用精神力量攻击远处的一个敌人。
abil_skill_radiantaura_2_desc	（触发能力）用神圣能量保护你和你的盟友。盟友获得额外的招架几率。招架消耗^number1^能量，并治疗你和你的盟友。
abil_skill_radiantaura_2_extradesc	当光环激活时，3格内的盟友获得^number1^招架几率。
abil_skill_radiantaura_2_name	神圣光环
abil_skill_radiantaura_desc	（触发能力）狂暴的圣能护佑着你。每次格挡时，消耗^number1^能量，恢复生命值。你的神圣之锤将消耗骑士之怒造成额外伤害。
abil_skill_radiantaura_extradesc	消耗骑士之怒，神圣之锤造成^number2^额外伤害。
