abil_skill_acidburstclose_name	Estallido ácido
abil_skill_highlandcharge_2_shortdesc	Salta a la casilla seleccionada e inflige daño al aterrizar en función de tu nivel de canto.
abil_skill_highlandcharge_extradesc	Una unidad de alcance adicional por nivel de canto. Aumenta el daño del próximo ataque regular un ^number1^ por nivel de canto.
abil_skill_highlandcharge_shortdesc	Avanzas en línea recta una distancia que depende de tu nivel de canto. Potencia tu próximo ataque en función del nivel de canto.
abil_skill_holdthemoon_2_desc	Golpea e incapacita a un enemigo frente a ti mientras te retiras grácilmente.
abil_skill_holdthemoon_2_extradesc	Gana inmediatamente ^number1^ TC.
abil_skill_holdthemoon_2_name	Toma la luna
abil_skill_holdthemoon_2_shortdesc	Inmoviliza y penaliza al objetivo enemigo. Después, aléjate.
abil_skill_holdthemoon_extradesc	Inmoviliza al objetivo y reduce su daño en ^number1^ puntos durante ^number2^ turnos.
abil_skill_hotstreak_2_desc	Muévete al azar en una de tres direcciones posibles, dejando llamas a tu paso.
abil_skill_hotstreak_2_extradesc	Daño por llamas: ^number1^ de Poder de armas como Fuego.
abil_skill_hotstreak_2_name	Racha candente
abil_skill_hotstreak_2_shortdesc	Muévete al azar en una de tres direcciones posibles, dejando llamas a tu paso. (rotable)
abil_skill_hotstreak_desc	Muévete al azar en una de ^number1^ direcciones posibles, dejando llamas a tu paso.
abil_skill_hotstreak_extradesc	Daño por llamas: ^number2^ de Poder de armas como Fuego.
abil_skill_hotstreak_shortdesc	Muévete al azar en una de ^number1^ direcciones posibles, dejando llamas a tu paso. (Rotable)
abil_skill_hundredfists_2_desc	Atacas a un enemigo cercano con una abrumadora andanada de golpes. Puede que también golpee cualquier punto vital.
abil_skill_hundredfists_2_name	Cien puños
abil_skill_hundredfists_2_shortdesc	Ataca al enemigo seleccionado. Puede que también golpee cualquier punto vital.
abil_skill_hundredfists_desc	Atacas a un enemigo cercano con una abrumadora andanada de golpes que también golpean a objetivos adyacentes.
abil_skill_hundredfists_extradesc	Daño: ^number1^ de Poder de armas como Físico, ^number2^ a los enemigos adyacentes.
abil_skill_hundredfists_shortdesc	Ataca al enemigo seleccionado e inflige daño alrededor.
abil_skill_hunterwolf_desc	Invoca una fiel mascota lobuna hecha de pura Savia para luchar a tu lado y ralentizar a los enemigos.
abil_skill_hunterwolf_extradesc	Sube de nivel contigo. No puedes tener más de un Lobo-espíritu invocado a la vez.
abil_skill_hunterwolf_name	Invocar Lobo-espíritu
abil_skill_iaijutsu_name	Iaijutsu
abil_skill_icearmor_name	Armadura de carámbanos
abil_skill_iceboulders_name	Cruz gélida
abil_skill_icecone_name	Evocación glacial
abil_skill_icedaggers_name	Dagas de hielo
abil_skill_iceevocation_extradesc	Daño: ^number1^ de Poder espiritual como Agua. Reduce en ^number2^ la puntería y la ganancia de TC.
abil_skill_iceevocation_shortdesc	Enfría al enemigo con hielo, lo que lo ralentiza y reduce su precisión (¡permite elegir la forma del hechizo!)
abil_skill_icemissile_desc	¡Dispara una flecha que estalla en una lluvia de hielo que inflige daño y atrapa al objetivo en una prisión helada!
abil_skill_icemissile_extradesc	Daño: ^number1^ de Poder de armas y ^number2^ de Poder espiritual como Agua. La prisión de hielo ralentiza a los enemigos al romperse.
abil_skill_icemissile_name	Misil gélido
abil_skill_icemissile_shortdesc	Daña lo primero que golpea y lo rodea de hielo, que ralentiza a los enemigos al romperse.
abil_skill_iceprison1_name	Prisión de hielo 1
abil_skill_iceprison2_name	Prisión de hielo 2
abil_skill_iceshot_name	Disparo de témpanos
abil_skill_iceslimehop_name	Salto de Mucílaga de hielo
abil_skill_iceslimesummonreaction_name	Partir Mucílagas de hielo
abil_skill_icetortoise_2_desc	Proyecta qì al aire circundante a través de tu arma y lo solidifica en dañinas esquirlas de hielo. Cada esquirla potencia tu defensa.
abil_skill_icetortoise_2_extradesc	Daño: ^number1^ de Poder de armas como Agua por esquirla. ^number2^ de defensa por esquirla.
abil_skill_icetortoise_2_name	Tortuga de hielo
abil_skill_icetortoise_2_shortdesc	Hiende el aire para crear un escudo giratorio de esquirlas de hielo.
abil_skill_icetortoise_desc	Proyecta qì al aire circundante a través de tu arma y lo solidifica en dañinas esquirlas de hielo.
abil_skill_icetortoise_extradesc	Daño: ^number1^ de Poder de armas como Agua por esquirla.
abil_skill_icetrapprison_name	Prisión de hielo
abil_skill_immunology_desc	(Pasiva) Da un ^number1^ de probabilidades de ignorar las penalizaciones que te llegan, mientras que las que TÚ causas duran ^number2^ turno(s) adicional(es).
abil_skill_immunology_name	Inmunología
abil_skill_improvedparry_desc	(Passive) Greater chance to parry enemy attacks made from different angles.
abil_skill_improvedparry_name	Improved Parry
abil_skill_infuseflaskapple_name	Infusión de sabor a manzana
abil_skill_intimidate_extradesc	^number1^ de probabilidad de miedo, ^number2^ de reducción del daño enemigo.
abil_skill_intimidate_name	Intimidar
abil_skill_intimidate_shortdesc	Llena de miedo a los enemigos cercanos, lo que reduce su daño e incluso puede hacer que huyan.
abil_skill_intimidating_name	Intimidante
abil_skill_ironbreathing_2_desc	Técnica ancestral que expulsa todo el Veneno, cierra heridas sangrantes y aumenta enormemente la defensa si te arrebataron algún estado. (Deja de sanarte).
abil_skill_ironbreathing_2_extradesc	Defensa: ^number1^ durante ^number2^ turnos.
abil_skill_ironbreathing_2_name	Aliento de hierro
abil_skill_ironbreathing_2_shortdesc	Cura Hemorragias y Veneno, aumenta mucho la defensa si te arrebataron estados. (Deja de sanarte).
abil_skill_ironbreathing_desc	Técnica ancestral que expulsa todo el veneno, cierra heridas sangrantes y te cura si te arrebataron algún estado.
abil_skill_ironbreathing_extradesc	Sanación: ^number1^ de Poder espiritual más el nivel x ^number2^. No regenera PV si el estado lo infligió un enemigo inepto.
abil_skill_ironbreathing_shortdesc	Cura Hemorragias y Veneno, restaura los estados arrebatados.
abil_skill_itemworldcrystalaura_name	Aura cristalina
abil_skill_jadebeetlearmorbreak_name	Destruir armadura
abil_skill_jadebeetlecharge_name	Carga Goliat
abil_skill_jadebeetlerush_name	Estampida de escarabajos
abil_skill_keeneyes_desc	Ves detalles más precisos al examinar monstruos.
abil_skill_keeneyes_name	Ojo avizor
abil_skill_kineticmagic_desc	(Pasiva) Si tienes ^number1^ de Resistencia o menos, tu Poder espiritual aumenta en ^number2^.
abil_skill_kineticmagic_name	Magia cinética
abil_skill_kunaitoss_name	Lanzar kunai
abil_skill_laserclaw_name	Abanico láser
abil_skill_laserfield2_name	Campo de energía
abil_skill_lasershot2_name	Láser guardián
abil_skill_lasershot_name	Disparo láser
abil_skill_lavabite_name	Mordisco de lava
abil_skill_lavashield_name	Escudo de plasma
abil_skill_leap_name	Salto
abil_skill_lightarmormastery1_desc	^fp Mientras lleves una armadura ligera, tus habilidades de movimiento tienen un tiempo de espera máximo de ^number1^ turno(s) más bajo (mínimo ^number2^ turnos).
abil_skill_lightarmormastery1_name	Dominio de armaduras ligeras
abil_skill_lightningbrew2_shortdesc	Golpea una zona con relámpagos.
abil_skill_lightningcircle_name	Círculo de relámpagos
abil_skill_lightningdodgebuff_name	Velocidad del rayo
abil_skill_lightningline_name	Golpe relámpago
abil_skill_lightningstorm_name	Tormenta eléctrica
abil_skill_linecharge_name	Carga feroz
abil_skill_luciddreamer_name	Soñadora lúcida
abil_skill_macemastery1_extradesc	Daño: ^number1^ de Poder de armas, ^number2^ de probabilidad de aturdir.
abil_skill_macemastery1_name	Bersérker
abil_skill_macemastery1_shortdesc	¡Golpeas a un enemigo cercano aleatorio con muchísimo PODER y tal vez incluso lo aturdes!
abil_skill_macemastery2_desc	^fp Inflige ^number1^ de daño con mazas a monstruos que hayan estado aturdidos en los últimos ^number2^ turnos.
abil_skill_macemastery2_name	Aplastadora cruel
abil_skill_macemastery3_desc	^fp Cuando golpeas a un monstruo por al menos un ^number1^ de sus PV máximos usando una maza, tu probabilidad de aturdirlo se duplica.
abil_skill_macemastery3_name	Desgarro
abil_skill_macemastery4_desc	Golpea a un enemigo en cuerpo a cuerpo con una fuerza brutal que inflige un daño inmenso y lo tumba de espaldas.
abil_skill_macemastery4_extradesc	Daño: ^number2^ de Poder de armas, más otro ^number3^ si el objetivo golpea algo.
abil_skill_macemastery4_name	De golpe y porrazo
abil_skill_macemastery4_shortdesc	Ataca y aturde a los enemigos en cuerpo a cuerpo mientras los haces retroceder ^number1^ casillas.
abil_skill_managespellshapes_desc	Controla qué Forma y Efecto de hechizo están activos. Solo puede haber uno de cada activos al mismo tiempo.
abil_skill_managespellshapes_name	Forja de hechizos
abil_skill_manaseeker_desc	(Pasiva) Las fuerzas mágicas de los enemigos se fusionan para convertir todas las mejoras en potenciadores que restauran la Energía.
abil_skill_manaseeker_name	Buscadora de maná
abil_skill_materializeacid_name	Materializar ácido
abil_skill_mediumarmormastery1_desc	^fp Mientras lleves una armadura media, tu probabilidad de evasión aumenta un ^number1^ por cada ^number2^ puntos de Rapidez. (Máximo de ^number3^)
abil_skill_mediumarmormastery1_name	Dominio de armaduras medias
abil_skill_megabeam_name	Rayo erradicador
abil_skill_moldmindcontrol_name	Moldear control mental
abil_skill_mon_counterattack_desc	^number1^ de probabilidad de contraatacar al recibir un golpe en combate cuerpo a cuerpo.
abil_skill_mon_counterattack_name	Contraataque
abil_skill_mon_desperatestrike_desc	Poderoso ataque de área disponible cuando la Salud está al ^number1^ o menos.
abil_skill_mon_desperatestrike_name	Golpe desesperado
abil_skill_mon_fasthealing_desc	Tu mascota recibe ahora el ^number1^ de tus efectos curativos.
abil_skill_mon_fasthealing_name	Curación rápida
abil_skill_mon_taunt_desc	Es un ^number1^ más probable que los monstruos ataquen a tu mascota en vez de a ti.
abil_skill_mon_taunt_name	Irritante
abil_skill_monavenger_name	Vengadora
abil_skill_mondivineretribution_name	Furia divina
abil_skill_monfireevocation_name	Evocación ígnea
abil_skill_monflameserpent_name	Serpiente llameante
abil_skill_monrocketcharge_desc	Te mueves en línea recta hacia delante cubriendo una larga distancia o hasta que chocas contra un muro.
abil_skill_monrocketcharge_name	Carga de cohete
abil_skill_monrocketcharge_shortdesc	Muévete en línea recta hacia delante cubriendo una larga distancia o hasta chocar contra un muro.
abil_skill_monshadowevocation_name	Evocación sombría
abil_skill_monshadowstep_name	Paso sombrío
abil_skill_monstaticfield_name	Campo estático
abil_skill_monstermallet_desc	Intenta noquear a un monstruo que no sea campeón con muy poca salud.
abil_skill_monstermallet_shortdesc	Intenta noquear a un monstruo que no sea campeón con menos de ^number1^ PV.
abil_skill_mortarfire_name	Fuego de mortero
abil_skill_mossbeastvine_name	Invocar Floraconda
abil_skill_mutagenself_name	Mutágeno
abil_skill_negator_name	Negar Savia
abil_skill_neutralize_name	Neutralizar
abil_skill_nigiri_name	Makisushi
abil_skill_nordshout_name	Grito nórdico
abil_skill_nordshout_shortdesc	Empuja y aleja a todos los enemigos cercanos.
abil_skill_panthoxskin_desc	(Pasiva) Tu gruesa piel te da mayor resistencia Física en función de tu resistencia elemental.
abil_skill_panthoxskin_extradesc	El ^number1^ de la media de todas tus resistencias elementales se añade a las resistencias físicas. El número no puede ser negativo.
abil_skill_panthoxskin_name	Piel de Pantax
abil_skill_panthroxroar_name	Rugido de Pantax
abil_skill_parry20_name	Parada pasiva
abil_skill_partinggift_extradesc	Las explosiones infligen ^number1^ de Poder de armas como Fuego.
abil_skill_partinggift_name	Regalos de despedida
abil_skill_partinggift_shortdesc	Imbuye a las mascotas que has invocado de energía explosiva que se activa cuando las destruyen.
abil_skill_passiveshadowhit_name	Asalto sombrío
abil_skill_phaseblink_name	Destello de fase
abil_skill_phasejump_name	Salto de fase
abil_skill_phasmabolt_name	Dardo de plasma
abil_skill_phasmashot_name	Disparo plásmico
abil_skill_phoenixwing_desc	Crea una senda de brillante energía qì. Al pisar ese sendero, se golpea a los enemigos en las inmediaciones.
abil_skill_phoenixwing_extradesc	Daño: ^number1^ de Poder de armas por paso.
abil_skill_phoenixwing_name	Ala de fénix
abil_skill_phoenixwing_shortdesc	Crea una senda de energía. Pisa sobre las casillas para infligir daño cortante a los enemigos adyacentes.
abil_skill_photoncannon_extradesc	Daño: ^number1^ de Poder espiritual y ^number2^ de Poder de armas como Fuego.
abil_skill_photoncannon_name	Cañón fotónico
abil_skill_photoncannon_shortdesc	Dispara un abrasador rayo de energía rúnica a lo largo de una línea, extendida por tu Cristal rúnico.
abil_skill_photosynthesis_desc	Absorbe energía solar para alimentar por un breve tiempo la invocación de monstruos vegetales.
abil_skill_photosynthesis_extradesc	La Floraconda, Planta escupidora, Muerte rastrera y Lecho de espinas infligen ^number1^ de daño durante ^number2^ turnos.
abil_skill_photosynthesis_name	Fotosíntesis
abil_skill_piercebonus_desc	Inflige ^number1^ de daño con armas punzantes.
abil_skill_plantsynergy_desc	(Pasiva) Regenera más recursos al estar junto a plantas invocadas.
abil_skill_plantsynergy_name	Sinergia vegetal
abil_skill_plaser_name	Rayo de plasma
abil_skill_playerclawrake_desc	Desencadena un poderoso ataque con garra a los enemigos cercanos después de un turno. Inflige mucho más daño si tu Salud es baja. Te da inmunidad a los efectos de empuje y arrastre brevemente.
abil_skill_playerclawrake_extradesc	Daño: ^number1^ de Poder de armas como Físico, inflige hasta ^number2^ de daño en función de los PV faltantes. La inmunidad a los efectos de empujar y arrastrar dura ^number3^ turnos.
abil_skill_playerclawrake_name	Garra vengadora
abil_skill_playerclawrake_shortdesc	Desencadena un poderoso ataque con garra a los enemigos cercanos después de un turno.
abil_skill_playerfirebreath_desc	Lanza un cono de fuego tras un turno. Aumenta brevemente tu resistencia al fuego.
abil_skill_playerfirebreath_extradesc	Daño: ^number1^ de Poder de armas y ^number2^ de Poder espiritual como Fuego. Ganas un ^number3^ de resistencia al Fuego durante ^number4^ turnos.
abil_skill_playerfirebreath_name	Aliento de salamandra
abil_skill_playerfirebreath_shortdesc	Prepara un aliento de fuego que se lanza para causar daño en el área después de un turno.
abil_skill_playerfroghop_desc	Salta instantáneamente a la casilla indicada. Te da brevemente regeneración de Salud reactiva si recibes un ataque fuerte.
abil_skill_playerfroghop_extradesc	La regeneración de Salud restaura un ^number1^ de los PV máximos si te golpean por al menos el ^number2^ de tu Salud máxima. La bonificación dura ^number3^ turnos.
abil_skill_playerfroghop_shortdesc	Salta instantáneamente a la casilla indicada.
abil_skill_playericetraps_desc	Genera un amplio anillo de gélidas trampas de hielo a tu alrededor. Los monstruos que pisan las trampas quedan congelados. Aumenta brevemente tu resistencia al Agua un ^number1^.
abil_skill_playericetraps_extradesc	Los monstruos congelados no pueden moverse o atacar, pero sí pueden seguir usando habilidades. La bonificación de resistencia al Agua dura ^number2^ turnos.
