abil_skill_acidburstclose_name	Säurestoß
abil_skill_gravitysurge_desc	Erzeugt einen Gravitationssog, der von deinem Runenkristall ausgeht und Gegner in der Nähe hineinzieht und anwurzelt. Geht von dir aus, falls dein Runenkristall zerstört ist.
abil_skill_gravitysurge_extradesc	Wurzelt Gegner ^number1^ Zg. lang an.
abil_skill_gravitysurge_shortdesc	Erzeugt einen Gravitationssog, der von deinem Runenkristall (oder dir, wenn du keinen hast) ausgeht und Gegner in der Nähe hineinzieht und anwurzelt.
abil_skill_grottosting_name	Flugstich
abil_skill_gustjump_name	Wirbelsprung
abil_skill_hailofarrows_2_desc	Entsende Pfeile in die Lüfte, die ^number2^ Zg. später landen.
abil_skill_hailofarrows_2_name	Pfeilhagel
abil_skill_hailofarrows_desc	Entsende Pfeile in die Lüfte, die ^number1^ Zg. später landen.
abil_skill_hailofarrows_extradesc	Schaden: ^number2^ der Waffenstärke.
abil_skill_harrier_name	Pfeilwanderer
abil_skill_hastepotion_name	Eile
abil_skill_haunt_name	Heimsuchung
abil_skill_hazardsweep_desc	(Passiv) Wenn du auf eine beschworene Gefahr oder Schadensquelle trittst, hast du eine ^number1^ Chance, sie zu vernichten.
abil_skill_hazardsweep_name	Gefahrenfeger
abil_skill_healingwaters_name	Heilwasser
abil_skill_heartysandwich_name	Herzhaftes Sandwich
abil_skill_heavyarmormastery1_desc	^fp Während du Schwere Rüstung trägst, wird Elementarschaden pro Erfahrungsstufe um ^number1^ reduziert.
abil_skill_heavyarmormastery1_name	Schwere Rüstungsmeisterung
abil_skill_heavyguard_desc	(Toggle) Erhöht Blockchance mit Schild; reduziert Krit-Chance und Blocken verbraucht ^number1^ Ausdauer. Generiert beim Blocken eine Wutladung.
abil_skill_heavyguard_extradesc	Blockchance wird um ^number2^ erhöht. Kritische Trefferchance wird halbiert.
abil_skill_heavyguard_name	Blocker
abil_skill_hemorrhage_desc	Trifft den Vitalspot eines Gegners und fügt ihm dadurch mit jedem Schritt starke Blutungen zu.
abil_skill_hemorrhage_name	Blutung
abil_skill_hemorrhage_shortdesc	Verursacht eine starke Blutung beim Gegner, wenn er sich bewegt.
abil_skill_herbforaging_desc	(Passiv) Dein scharfer Geruchssinn lässt dich gelegentlich heilsame Kräuter finden, wenn du nicht-banale Gegner besiegst.
abil_skill_herbforaging_extradesc	Kräuter sind halb so effektiv wie Power-ups und werden bei Berühren sofort verwendet, überleben auf dem Boden allerdings nur drei Züge lang.
abil_skill_herbforaging_name	Futtersuche
abil_skill_highlandcharge_2_name	Hochlandansturm
abil_skill_highlandcharge_2_shortdesc	Springe zum Zielfeld und füge je nach Liedstufe bei der Landung Schaden zu.
abil_skill_highlandcharge_extradesc	Eine zusätzliche Reichweite pro Liedstufe. Erhöht Schaden des nächsten gewöhnlichen Angriffs um ^number1^ pro Liedstufe.
abil_skill_highlandcharge_shortdesc	Schmettere über eine gewisse Distanz nach vorn (abhängig von deiner Liedstufe). Verstärkt deinen nächsten Angriff abhängig von der Liedstufe.
abil_skill_holdthemoon_2_desc	Setze einen Feind vor dir mit einem Treffer außer Gefecht und ziehe dich dann ganz galant zurück.
abil_skill_holdthemoon_2_extradesc	Erhalte sofort ^number1^ CT.
abil_skill_holdthemoon_2_name	Mondlandung
abil_skill_holdthemoon_2_shortdesc	Wurzle deinen Zielgegner an, während du ihn schwächst, und gehe dann weiter.
abil_skill_holdthemoon_extradesc	Wurzle deinen Gegner an und reduziere seinen Schaden für ^number2^ Zg. um ^number1^.
abil_skill_hotstreak_2_desc	Sprinte in eine von drei zufälligen Richtungen und hinterlasse eine feurige Spur.
abil_skill_hotstreak_2_extradesc	Feuerschaden: ^number1^ der Waffenstärke als Feuer.
abil_skill_hotstreak_2_name	Heiße Spur
abil_skill_hotstreak_2_shortdesc	Sprinte in eine von drei zufälligen Richtungen und hinterlasse eine feurige Spur (drehbar).
abil_skill_hotstreak_desc	Renne in eine von ^number1^ zufällige Richtungen und hinterlasse dabei eine Spur aus Flammen.
abil_skill_hotstreak_extradesc	Feuerschaden: ^number2^ der Waffenstärke als Feuer.
abil_skill_hotstreak_shortdesc	Renne in eine von ^number1^ zufällige Richtungen und hinterlasse dabei eine Spur aus Flammen (drehbar).
abil_skill_hundredfists_2_desc	Greife einen Gegner in der Nähe mit einem überwaltigenden Schauer aus Schlägen an. Kann außerdem einen beliebigen Vitalpunkt treffen.
abil_skill_hundredfists_2_name	Hundert Fäuste
abil_skill_hundredfists_2_shortdesc	Greife den Zielgegner an. Kann außerdem einen beliebigen Vitalpunkt treffen.
abil_skill_hundredfists_desc	Greift einen Gegner in der Nähe mit einem überwaltigenden Schauer aus Schlägen an, die auch benachbarte Gegner treffen.
abil_skill_hundredfists_extradesc	Schaden: ^number1^ der Waffenstärke als physisch, ^number2^ für benachbarte Gegner.
abil_skill_hundredfists_shortdesc	Greife den Zielgegner an und richte Streuschaden an.
abil_skill_hunterwolf_desc	Beschwört einen treuen wolfigen Gefährten, der ganz aus Flow besteht, an deiner Seite kämpft und Gegner verlangsamt.
abil_skill_hunterwolf_extradesc	Passt sich deiner Stufe an. Du kannst immer nur einen Kraftwolf beschwören.
abil_skill_hunterwolf_name	Kraftwolf-Berufung
abil_skill_iaijutsu_name	Iaijutsu
abil_skill_icearmor_name	Frostspitzen-Rüstung
abil_skill_iceboulders_name	Eiskreuz
abil_skill_icecone_name	Eisbeschwörung
abil_skill_icedaggers_name	Eisdolche
abil_skill_iceevocation_extradesc	Schaden: ^number1^ der Geisteskraft als Wasser. Reduziert Genauigkeit und CT-Erhalt um ^number2^.
abil_skill_iceevocation_shortdesc	Setzt die Körpertemperatur des Gegners mit Eis herab, was ihn verlangsamt und seine Genauigkeit senkt (Magieform möglich).
abil_skill_icemissile_desc	Feuere einen Pfeil ab, der sich in Eis verwandelt, dem Ziel Schaden zufügt und es in ein Gefängnis aus Eis einschließt!
abil_skill_icemissile_extradesc	Schaden: ^number1^ der Waffenstärke, ^number2^ der Geisteskraft als Wasser. Gefängnis aus Eis verlangsamt Gegner, wenn es zerbrochen wird.
abil_skill_icemissile_name	Eisiges Geschoss
abil_skill_icemissile_shortdesc	Schadet dort, wo es zuerst auftritt, und umringt Gegner mit Eis, das sie verlangsamt, sobald es zerbricht.
abil_skill_iceprison1_name	Eisgefängnis 1
abil_skill_iceprison2_name	Eisgefängnis 2
abil_skill_iceshot_name	Eisschuss
abil_skill_iceslimehop_name	Eisschleimsprung
abil_skill_iceslimesummonreaction_name	Eisschleimspaltung
abil_skill_icetortoise_2_desc	Projiziere mit deiner Waffe Qi in die Luft und verwandle sie in gefährliche Splitter aus Eis. Jeder Splitter gibt deiner Abwehr einen Schub.
abil_skill_icetortoise_2_extradesc	Schaden: ^number1^ der Waffenstärke pro Splitter als Wasser. Abwehr: ^number2^ pro Splitter.
abil_skill_icetortoise_2_name	Eiszapfen
abil_skill_icetortoise_2_shortdesc	Schneide durch die Luft und erzeuge einen rotierenden Schild aus Eiszapfen.
abil_skill_icetortoise_desc	Projiziere durch deine Waffe Qi in die Luft und erzeuge gefährliche Eiszapfen.
abil_skill_icetortoise_extradesc	Schaden: ^number1^ der Waffenstärke pro Splitter als Wasser.
abil_skill_icetrapprison_name	Eisarrest
abil_skill_immunology_desc	(Passiv) Gewährt eine ^number1^ Chance, eintreffende Debuffs zu ignorieren, während von dir verursachte Debuffs ^number2^ Zg. länger anhalten.
abil_skill_immunology_name	Immunologie
abil_skill_improvedparry_desc	(Passiv) Erhöhte Chance, gegnerische Angriffe aus verschiedenen Richtungen zu parieren.
abil_skill_improvedparry_name	Parierer
abil_skill_infuseflaskapple_name	Apfel-Flaschenaufguss
abil_skill_intimidate_extradesc	^number1^ Chance auf Angst; ^number2^ Reduktion des gegnerischen Schadens.
abil_skill_intimidate_name	Einschüchterung
abil_skill_intimidate_shortdesc	Versetzt Gegner in der Nähe in Angst, wodurch ihr Schaden reduziert wird uns sie womöglich fliehen.
abil_skill_intimidating_name	Einschüchternd
abil_skill_ironbreathing_2_desc	Uralte Technik, die Gift entfernt, Blutwunden schließt und deine Abwehr stark erhöht, falls Statuseffekte entfernt wurden (heilt dich nicht mehr.)
abil_skill_ironbreathing_2_extradesc	Abwehr: ^number1^ für ^number2^ Zg.
abil_skill_ironbreathing_2_name	Eisenhauch
abil_skill_ironbreathing_2_shortdesc	Heilt Blutung und Gift, und verstärkt die Abwehr immens, wenn Statuseffekte entfernt sind. (heilt dich nicht mehr.)
abil_skill_ironbreathing_desc	Uralte Technik, die Gift entfernt, Blutwunden schließt und dich heilt, wenn Statuseffekte entfernt wurden.
abil_skill_ironbreathing_extradesc	Heilung: ^number1^ der Geisteskraft plus Stufe x ^number2^. Stellt keine Gesundheit wiederher, wenn Statuseffekt durch Erbärmlichen Gegner verursacht wurde.
abil_skill_ironbreathing_shortdesc	Entfernt Blutung und Gift; heilt Anwender, wenn Statuseffekte entfernt wurden.
abil_skill_itemworldcrystalaura_name	Kristallaura
abil_skill_jadebeetlearmorbreak_name	Rüstungsschlag
abil_skill_jadebeetlecharge_name	Goliath-Stürmer
abil_skill_jadebeetlerush_name	Käferhilfe
abil_skill_keeneyes_desc	Mache genauere Details aus, wenn du dir Monster ansiehst.
abil_skill_keeneyes_name	Argusaugen
abil_skill_kineticmagic_desc	(Passiv) Bei ^number1^ Ausdauer oder weniger erhöht sich deine Geisteskraft um ^number2^.
abil_skill_kineticmagic_name	Kinetische Magie
abil_skill_kunaitoss_name	Kunai-Wurf
abil_skill_laserclaw_name	Weitlaser
abil_skill_laserfield2_name	Energiefeld
abil_skill_lasershot2_name	Wachtlaser
abil_skill_lasershot_name	Laserschuss
abil_skill_lavabite_name	Lavabiss
abil_skill_lavashield_name	Phasmaschild
abil_skill_leap_name	Sprung
abil_skill_lightarmormastery1_desc	^fp Während du Leichte Rüstung trägst, haben deine Bewegungsfähigkeiten eine ^number1^ Zg. kürzere max. Abklingzeit (min. ^number2^ Zg.).
abil_skill_lightarmormastery1_name	Leichte Rüstungsmeisterung
abil_skill_lightningbrew2_shortdesc	Sprengt einen Bereich mit Blitzschlägen.
abil_skill_lightningcircle_name	Blitzkreis
abil_skill_lightningdodgebuff_name	Lichtgeschwindigkeit
abil_skill_lightningline_name	Elektroschlag
abil_skill_lightningstorm_name	Blitzsturm
abil_skill_linecharge_name	Finsterer Ansturm
abil_skill_luciddreamer_name	Klarträumerin
abil_skill_macemastery1_extradesc	Schaden: ^number1^ der Waffenstärke, ^number2^ Chance auf Betäubung.
abil_skill_macemastery1_name	Berserker
abil_skill_macemastery1_shortdesc	Zerschmettert einen zufälligen Gegner in der Nähe mit großer Stärke und betäubt sie dabei womöglich.
abil_skill_macemastery2_desc	^fp Füge Monstern, die in den letzten ^number2^ Zügen betäubt waren, ^number1^ Schaden mit Keulen zu.
abil_skill_macemastery2_name	Grobschlag
abil_skill_macemastery3_desc	^fp Triffst du Monster mit mind. ^number1^ ihrer max. TP mit einer Keule, verdoppelt sich deine Chance, sie zu betäuben.
abil_skill_macemastery3_name	Taubschlag
abil_skill_macemastery4_desc	Zerschmettert einen Gegner mit massiver Kraft im Nahkampf, fügt mächtigen Schaden zu und wirft ihn zurück.
abil_skill_macemastery4_extradesc	Schaden: ^number2^ der Waffenstärke, plus weitere ^number3^, wenn das Ziel etwas trifft.
abil_skill_macemastery4_name	Heimreise
abil_skill_macemastery4_shortdesc	Greife Feinde im Nahkampf an, betäube sie und wirf sie um ^number1^ Felder zurück.
abil_skill_managespellshapes_desc	Bestimmt die aktive Magieform und Magiewandlung. Es kann immer jeweils nur eine Magieform und Magiewandlung aktiv sein.
abil_skill_managespellshapes_name	Magiewandlung
abil_skill_manaseeker_desc	(Passiv) Wie durch Magie kommen alle Power-ups deiner Energiewiederherstellung zugute.
abil_skill_manaseeker_name	Manasammler
abil_skill_materializeacid_name	Säurematerialisierung
abil_skill_mediumarmormastery1_desc	^fp Während du Mittelschwere Rüstung trägst, wird deine Ausweichchance pro ^number2^ Tempopunkte um ^number1^ erhöht. (Max. von ^number3^)
abil_skill_mediumarmormastery1_name	Mittelschwere Rüstungsmeisterung
abil_skill_megabeam_name	Vernichtungsstrahl
abil_skill_moldmindcontrol_name	Schimmel-Gedankenkontrolle
abil_skill_mon_counterattack_desc	^number1^ Chance auf einen Gegenangriff nach einem Nahkampftreffer.
abil_skill_mon_counterattack_name	Gegenangriff
abil_skill_mon_desperatestrike_desc	Mächtiger Bereichangriff, der bei ^number1^ Gesundheit oder weniger verwendet werden kann.
abil_skill_mon_desperatestrike_name	Verzweiflungsschlag
abil_skill_mon_fasthealing_desc	Dein Gefährte erhält nun ^number1^ deiner Heileffekte.
abil_skill_mon_fasthealing_name	Schnelle Heilung
abil_skill_mon_taunt_desc	^number1^ Chance, dass Monster anstatt dich deinen Gefährten angreifen.
abil_skill_mon_taunt_name	Nervtötend
abil_skill_monavenger_name	Rachzug
abil_skill_mondivineretribution_name	Geistiger Groll
abil_skill_monfireevocation_name	Feuerbeschwörung
abil_skill_monflameserpent_name	Flammenschlange
abil_skill_monrocketcharge_desc	Sprinte ein weites Stück auf einer Linie oder bis du eine Wand triffst.
abil_skill_monrocketcharge_name	Sprinter
abil_skill_monrocketcharge_shortdesc	Du sprintest ein weites Stück auf einer Linie oder bis du eine Wand triffst.
abil_skill_monshadowevocation_name	Schattenbeschwörung
abil_skill_monshadowstep_name	Schattenschritt
abil_skill_monstaticfield_name	Statisches Feld
abil_skill_monstermallet_desc	Versuche ein Nicht-Champion-Monster mit sehr wenig Gesundheit auszuknocken.
abil_skill_monstermallet_shortdesc	Versucht ein Nicht-Champion-Monster mit weniger als ^number1^ Gesundheit auszuknocken.
abil_skill_mortarfire_name	Granatfeuer
abil_skill_mossbeastvine_name	Floraconda beschwören
abil_skill_mutagenself_name	Mutagen
abil_skill_negator_name	Flow-Abweiser
abil_skill_neutralize_name	Neutralisation
abil_skill_nigiri_name	Makizushi
abil_skill_nordshout_name	Nordischer Ruf
abil_skill_nordshout_shortdesc	Schubst alle Gegner in der Nähe weg.
abil_skill_panthoxskin_desc	(Passiv) Deine robuste Haut verleiht dir einen erhöhten physischen Widerstand, der von deinem Elementarwiderstand abhängt.
abil_skill_panthoxskin_extradesc	^number1^ des Durchschnitts deines gesamten Elementarwiderstands wird deinem physischen Widerstand hinzugefügt. Diese Zahl kann nicht negativ sein.
abil_skill_panthoxskin_name	Panthoxhaut
abil_skill_panthroxroar_name	Panthrox-Schrei
abil_skill_parry20_name	Passives Parieren
abil_skill_partinggift_extradesc	Explosionen fügen ^number1^ der Waffenstärke als Feuer zu.
abil_skill_partinggift_name	Abschiedsgeschenk
abil_skill_partinggift_shortdesc	Durchtränkt deine beschworenen Gefährten mit explosiver Energie, die freigesetzt wird, wenn sie besiegt werden.
abil_skill_passiveshadowhit_name	Schattenschlag
abil_skill_phaseblink_name	Megasprung
abil_skill_phasejump_name	Multisprung
abil_skill_phasmabolt_name	Phasmaschlag
abil_skill_phasmashot_name	Phasmaschuss
abil_skill_phoenixwing_desc	Erzeugt einen Pfad aus leuchtender Qi-Energie. Trittst du darauf, so werden Gegner in der Nähe geschlitzt.
abil_skill_phoenixwing_extradesc	Schaden: ^number1^ der Waffenstärke pro Schritt.
abil_skill_phoenixwing_name	Phönixschwinge
abil_skill_phoenixwing_shortdesc	Erzeugt Energie-Pfad. Tritt auf Felder, um benachbarte Gegner zu schlitzen.
abil_skill_photoncannon_extradesc	Schaden: ^number1^ Geisteskraft; ^number2^ Waffenstärke als Feuer.
abil_skill_photoncannon_name	Photonenkanone
abil_skill_photoncannon_shortdesc	Feuert eine gerade Spur aus lodernder Runenenergie, die durch deinen Runenkristall erweitert wird.
abil_skill_photosynthesis_desc	Absorbiert Solarenergie, um deinen pflanzenbasierten Beschwörungen für eine kurze Zeit einen Boost zu geben.
abil_skill_photosynthesis_extradesc	Floraconda, Spuckpflanze, Beißendes Ende und Dornenbeet richten für ^number2^ Zg. ^number1^ Schaden an.
abil_skill_photosynthesis_name	Photosynthese
abil_skill_piercebonus_desc	Teile ^number1^ Schaden mit Stichwaffen aus.
abil_skill_plantsynergy_desc	(Passiv) Stellt in der Nähe beschworener Pflanzen mehr Energie und Ausdauer wiederher.
abil_skill_plantsynergy_name	Pflanzenspiel
abil_skill_plaser_name	Phasmastrahl
abil_skill_playerclawrake_desc	Setzt nach einem Zug einen mächtigen Klauenangriff auf benachbarte Monster frei, der noch viel größeren Schaden zufügt, wenn deine Gesundheit niedrig ist. Macht dich für kurze Zeit immun gegen Schubs- und Zieheffekte.
abil_skill_playerclawrake_extradesc	Schaden: ^number1^ der Waffenstärke als physisch, fügt je nach Gesundheit bis zu ^number2^ Schaden zu. Immunität gegenüber Schubs- und Zieheffekten hält ^number3^ Zg. lang an.
abil_skill_playerclawrake_name	Rachklaue
abil_skill_playerclawrake_shortdesc	Setzt nach einem Zug einen mächtigen Klauenangriff auf benachbarte Monster frei.
abil_skill_playerfirebreath_desc	Setzt nach einem Zug einen Kegel aus Feuer frei. Erhöht kurzfristig deinen Feuerwiderstand.
abil_skill_playerfirebreath_extradesc	Schaden: ^number1^ der Waffenstärke und ^number2^ der Geisteskraft als Feuer. Erhalte ^number4^ Zg. lang ^number3^ Feuerwiderstand.
abil_skill_playerfirebreath_name	Echsenatem
abil_skill_playerfirebreath_shortdesc	Bereite einen Feueratem vor, der nach einem Zug für Bereichschaden freigesetzt wird.
abil_skill_playerfroghop_desc	Springe sofort zum Zielfeld. Schenkt dir für kurze Zeit eine reaktive Regeneration deiner Gesundheit, wenn dich ein starker Angriff trifft.
abil_skill_playerfroghop_extradesc	Gesundheitswiederherstellung stellt ^number1^ der max. Gesundheit wiederher, wenn du für mind. ^number2^ deiner max. Gesundheit getroffen wirst. Buff hält ^number3^ Zg. lang an.
abil_skill_playerfroghop_shortdesc	Springe sofort zum Zielfeld.
abil_skill_playericetraps_desc	Beschwört um dich herum einen großen Ring aus Eisfallen. Monster, die in diese Fallen treten, werden eingefroren. Erhöht deinen Wasserwiderstand kursfristig um ^number1^.
abil_skill_playericetraps_extradesc	Gefrorene Monster können sich nicht bewegen oder angreifen, können aber ihre Fähigkeiten verwenden. Wasserwiderstand-Buff hält ^number2^ Zg. an.
abil_skill_playericetraps_name	Eisfallen
abil_skill_playericetraps_shortdesc	Beschwört um dich herum einen großen Ring aus Eisfallen.
abil_skill_playermortarfire_desc	Beruft eine wilde Salve Feuerschüsse, die einen Zug später landen. Fügt deinen Fernangriffen kurzfristig eine Explosion hinzu.
