abil_skill_acidburstclose_name	酸の炸裂
abil_skill_iceevocation_extradesc	精神力の^number1^の水ダメージを与える。命中率と獲得CTが^number2^減少する。
abil_skill_iceevocation_shortdesc	凍てつく氷で敵を攻撃。鈍足化し、命中率を下げる（スペルシェイプ可）。
abil_skill_icemissile_desc	氷塊が吹き飛ぶ矢を放ち、ダメージを与えると同時に対象を氷の牢獄に閉じ込める。
abil_skill_icemissile_extradesc	攻撃力の^number1^、精神力の^number2^の水ダメージを与える。氷の牢獄が壊れた際、敵の足を鈍らせる。
abil_skill_icemissile_name	氷の矢
abil_skill_icemissile_shortdesc	最初に触れた敵にダメージを与えて氷に閉じ込め、氷が壊れると同時に鈍足化。
abil_skill_iceprison1_name	氷の牢獄 1
abil_skill_iceprison2_name	氷の牢獄 2
abil_skill_iceshot_name	つらら弾
abil_skill_iceslimehop_name	アイスジェリー跳び
abil_skill_iceslimesummonreaction_name	氷スライム分裂
abil_skill_icetortoise_2_desc	武器を通して気を放ち、周囲の空気を敵にダメージを与える氷塊に変える。氷塊の数に応じて自身の防御が上がる。
abil_skill_icetortoise_2_extradesc	各氷塊が攻撃力の^number1^の水ダメージを与える。各氷塊の防御力が^number2^。
abil_skill_icetortoise_2_name	氷の亀
abil_skill_icetortoise_2_shortdesc	虚空を切り裂き、回転する氷の盾を生成。
abil_skill_icetortoise_desc	武器から気を放って周囲の空気を凍結させ、ダメージを与える氷塊に変える。
abil_skill_icetortoise_extradesc	破片ごとに、攻撃力の^number1^の水ダメージを与える。
abil_skill_icetrapprison_name	アイストラップ毒
abil_skill_immunology_desc	（パッシブ）^number1^の確率で状態異常を回避する一方、自身が与える状態異常の効果が^number2^ターン延びる。
abil_skill_immunology_name	免疫学
abil_skill_improvedparry_desc	（パッシブ）様々な角度からの攻撃に対し、受け流し率が大幅に上昇する。
abil_skill_improvedparry_name	強化パリィ
abil_skill_infuseflaskapple_name	濃縮リンゴ汁注入
abil_skill_intimidate_extradesc	^number1^の確率で恐怖を付与し、敵のダメージを^number2^軽減する。
abil_skill_intimidate_name	脅し
abil_skill_intimidate_shortdesc	付近の敵に恐怖心を植えつけ、与ダメージを軽減。場合によっては逃走させる。
abil_skill_intimidating_name	威圧感
abil_skill_ironbreathing_2_desc	古代の秘術によってあらゆる毒を消し、出血をふさぐと同時に、自身の防御を大幅に強化する（HPは回復しない）。
abil_skill_ironbreathing_2_extradesc	^number2^ターンの間、防御力が^number1^上昇する。
abil_skill_ironbreathing_2_name	はがねの呼吸
abil_skill_ironbreathing_2_shortdesc	出血と毒を治療すると同時に、防御力を大幅に強化（HPは回復しない）。
abil_skill_ironbreathing_desc	古代の秘術によってあらゆる毒を消し、出血をふさぐと同時に、自身のHPも回復する。
abil_skill_ironbreathing_extradesc	精神力の^number1^に、レベル x ^number2^を加えたライフを回復。「いちころ」ランクの敵から受けた状態異常の場合、ライフは回復しない。
abil_skill_ironbreathing_shortdesc	出血と毒を治療し、さらにHPも回復。
abil_skill_itemworldcrystalaura_name	クリスタルオーラ
abil_skill_jadebeetlearmorbreak_name	アーマースマッシュ
abil_skill_jadebeetlecharge_name	ゴリアテチャージ
abil_skill_jadebeetlerush_name	ビートルラッシュ
abil_skill_keeneyes_desc	敵を調べた際、より詳しい情報が示される。
abil_skill_keeneyes_name	観察眼
abil_skill_kineticmagic_desc	（パッシブ）スタミナが^number1^以下の時、精神力が^number2^上昇する。
abil_skill_kineticmagic_name	動態魔法
abil_skill_kunaitoss_name	クナイ投げ
abil_skill_laserclaw_name	拡散レーザー
abil_skill_laserfield2_name	力場
abil_skill_lasershot2_name	守護レーザー
abil_skill_lasershot_name	レーザーショット
abil_skill_lavabite_name	熔岩の一撃
abil_skill_lavashield_name	ファスマシールド
abil_skill_leap_name	ジャンプ
abil_skill_lightarmormastery1_desc	^fpライトアーマーを装備中、移動系スキルの最大クールダウンが^number1^ターン減少する（最小で^number2^ターンまで）。
abil_skill_lightarmormastery1_name	ライトアーマーの奥義
abil_skill_lightningbrew2_shortdesc	一定エリアに雷を落とす。
abil_skill_lightningcircle_name	雷の輪
abil_skill_lightningdodgebuff_name	電光石化
abil_skill_lightningline_name	落雷
abil_skill_lightningstorm_name	雷嵐
abil_skill_linecharge_name	激しい突進
abil_skill_luciddreamer_name	明晰夢
abil_skill_macemastery1_extradesc	攻撃力の^number1^のダメージを与え、^number2^の確率で失神させる。
abil_skill_macemastery1_name	ぶん振り
abil_skill_macemastery1_shortdesc	こん身の力を込めて、周囲の敵1体をランダムで攻撃。時折失神させる。
abil_skill_macemastery2_desc	^fp過去^number2^ターン以内に失神した敵に対し、メイスで^number1^のダメージを与える。
abil_skill_macemastery2_name	無慈悲な追い打ち
abil_skill_macemastery3_desc	^fpメイスを装備中、対象の最大HPの^number1^以上のダメージを与えた場合、失神させる確率が2倍になる。
abil_skill_macemastery3_name	滅砕棍
abil_skill_macemastery4_desc	こん身の一撃で隣接する敵をぶん殴り、大ダメージを与えると同時に後方へ押し飛ばす。
abil_skill_macemastery4_extradesc	攻撃力の^number2^のダメージを与え、対象が何かに当たった場合はさらに^number3^のダメージを与える。
abil_skill_macemastery4_name	ホームラン
abil_skill_macemastery4_shortdesc	近接攻撃で敵を失神させ、^number1^マス突き飛ばす。
abil_skill_managespellshapes_desc	有効化するスペルシェイプとスペルシフトを自在に切り替え。一度に各1つずつ起動できる。
abil_skill_managespellshapes_name	スペルシェイプ熟達
abil_skill_manaseeker_desc	（パッシブ）敵からも魔力を吸収し、すべての回復玉をエナジー回復用に変える。
abil_skill_manaseeker_name	マナシーカー
abil_skill_materializeacid_name	物質化した酸
abil_skill_mediumarmormastery1_desc	^fpミディアムアーマーを装備中、俊敏値^number2^ポイントごとに、回避率が^number1^上昇する（最高^number3^まで）。
abil_skill_mediumarmormastery1_name	ミディアムアーマーの奥義
abil_skill_megabeam_name	根絶ビーム
abil_skill_moldmindcontrol_name	カビの洗脳
abil_skill_mon_counterattack_desc	近接攻撃を受けた際、^number1^の確率で反撃する。
abil_skill_mon_counterattack_name	カウンター
abil_skill_mon_desperatestrike_desc	HPが^number1^以下の時、強力な範囲攻撃を繰り出せる。
abil_skill_mon_desperatestrike_name	必死の一撃
abil_skill_mon_fasthealing_desc	ペットが飼い主の回復効果の^number1^を受ける。
abil_skill_mon_fasthealing_name	高速回復
abil_skill_mon_taunt_desc	敵がペットを攻撃する確率が^number1^上昇する。
abil_skill_mon_taunt_name	挑発
abil_skill_monavenger_name	報復者
abil_skill_mondivineretribution_name	神の逆鱗
abil_skill_monfireevocation_name	炎の示現
abil_skill_monflameserpent_name	炎の蛇
abil_skill_monrocketcharge_desc	一直線に長距離をダッシュ。壁にぶつかると止まる。
abil_skill_monrocketcharge_name	ロケットチャージ
abil_skill_monrocketcharge_shortdesc	一直線に長距離をダッシュ。壁にぶつかると止まる。
abil_skill_monshadowevocation_name	影の示現
abil_skill_monshadowstep_name	影踏み
abil_skill_monstaticfield_name	電磁場
abil_skill_monstermallet_desc	ライフが残り少ない魔物（チャンピオン以外）をぶん殴り、気絶させる。
abil_skill_monstermallet_shortdesc	ライフが^number1^以下の時、チャンピオン以外のモンスターを気絶させる。
abil_skill_mortarfire_name	炎弾
abil_skill_mossbeastvine_name	フロラコンダ召喚
abil_skill_mutagenself_name	変異因子
abil_skill_negator_name	フロウ無効化
abil_skill_neutralize_name	無力化
abil_skill_nigiri_name	巻きずし
abil_skill_nordshout_name	ノールの叫び
abil_skill_nordshout_shortdesc	付近のすべての敵を押し飛ばす。
abil_skill_panthoxskin_desc	（パッシブ）全身の肌が硬質化し、元素耐性の値に応じて物理防御が上昇する。
abil_skill_panthoxskin_extradesc	全元素耐性の平均値の^number1^が、物理耐性に追加される。この値はマイナスにはならない。
abil_skill_panthoxskin_name	パンスオックスの肌
abil_skill_panthroxroar_name	パンスオックスの咆哮
abil_skill_parry20_name	受け流しのかまえ
abil_skill_partinggift_extradesc	爆発により、攻撃力の^number1^の火ダメージを与える。
abil_skill_partinggift_name	死出のはなむけ
abil_skill_partinggift_shortdesc	召喚したペットが爆発力を宿し、倒されると同時に吹き飛ぶ。
abil_skill_passiveshadowhit_name	影の一撃
abil_skill_phaseblink_name	フェイズブリンク
abil_skill_phasejump_name	フェイズジャンプ
abil_skill_phasmabolt_name	ファスマボルト
abil_skill_phasmashot_name	プラズマショット
abil_skill_phoenixwing_desc	周囲のマスを不死鳥の羽で埋め、触れた敵を切り刻む。
abil_skill_phoenixwing_extradesc	1歩ごとに攻撃力の^number1^のダメージを与える。
abil_skill_phoenixwing_name	不死鳥の羽
abil_skill_phoenixwing_shortdesc	周囲のマスを不死鳥の羽で埋め、触れた敵を切り刻む。
abil_skill_photoncannon_extradesc	精神力の^number1^、攻撃力の^number2^の火ダメージを与える。
abil_skill_photoncannon_name	フォトン砲
abil_skill_photoncannon_shortdesc	自身とルーンクリスタルから、苛烈なエネルギー弾を一直線に放つ。
abil_skill_photosynthesis_desc	太陽エネルギーを吸収して短時間、召喚した植物を強化する。
abil_skill_photosynthesis_extradesc	フロラコンダ、トゲハキソウ、死を招く花、トゲの床のダメージが^number2^ターンの間、^number1^上昇する。
abil_skill_photosynthesis_name	光合成
abil_skill_piercebonus_desc	貫通系の武器で^number1^のダメージを与える。
abil_skill_plantsynergy_desc	（パッシブ）召喚した植物の近くにいると、より多くのエナジーやスタミナが自動回復する。
abil_skill_plantsynergy_name	緑の共鳴
abil_skill_plaser_name	ファスマビーム
abil_skill_playerclawrake_desc	1ターン後、付近の敵に強力な爪攻撃を放ち、自身のHPが低いほど大ダメージを与える。短時間、突き飛ばされたり、引っぱられたりしない。
abil_skill_playerclawrake_extradesc	攻撃力の^number1^の物理ダメージを与える。ダメージは失ったHPの量に応じて、最大^number2^まで上昇する。^number3^ターンの間、押し飛ばされたり、引っ張られたりしなくなる。
abil_skill_playerclawrake_name	報復の爪
abil_skill_playerclawrake_shortdesc	1ターン後、強力な爪で付近の敵を攻撃。
abil_skill_playerfirebreath_desc	1ターン後、炎を放射状に吐く。短時間、火耐性が上昇する。
abil_skill_playerfirebreath_extradesc	攻撃力の^number1^、精神力の^number2^の火ダメージを与える。^number4^ターンの間、^number3^の火耐性を得る。
abil_skill_playerfirebreath_name	火トカゲの息
abil_skill_playerfirebreath_shortdesc	1ターン後に炎の息を吐いて、範囲ダメージ。
abil_skill_playerfroghop_desc	指定のマスへ瞬時にジャンプ。短時間、強力な攻撃を受けた際にHPが回復する。
abil_skill_playerfroghop_extradesc	最大HPの^number2^以上の攻撃を受けた場合、最大HPの^number1^のライフが回復する。効果は^number3^ターン持続する。
