abil_skill_acidburstclose_name	Acid Burst
abil_skill_infuseflaskapple_name	Apple Flask Infusion
abil_skill_intimidate_extradesc	^number1^ chance to fear, ^number2^ reduction of enemy damage
abil_skill_intimidate_name	Intimidate
abil_skill_intimidate_shortdesc	Instills fear in nearby enemies, reducing their damage and possibly causing them to run away.
abil_skill_intimidating_name	Intimidating
abil_skill_ironbreathing_2_desc	Ancient technique that expels all poison, closes bleeding wounds, and greatly increases defense if any statuses were removed. (No longer heals you.)
abil_skill_ironbreathing_2_extradesc	Defense: ^number1^ for ^number2^ turns.
abil_skill_ironbreathing_2_name	Iron Breathing
abil_skill_ironbreathing_2_shortdesc	Cure bleeds and poison, greatly increases defense if statuses removed. (No longer heals you.)
abil_skill_ironbreathing_desc	Ancient technique that expels all poison, closes bleeding wounds, and heals self if any statuses were removed.
abil_skill_ironbreathing_extradesc	Healing: ^number1^ of Spirit Power plus Level x ^number2^. Does not restore Health if statuses inflicted by Worthless enemy.
abil_skill_ironbreathing_shortdesc	Cure bleeds and poison, heals self if statuses removed.
abil_skill_itemworldcrystalaura_name	Crystal Aura
abil_skill_jadebeetlearmorbreak_name	Armor Smash
abil_skill_jadebeetlecharge_name	Goliath Charge
abil_skill_jadebeetlerush_name	Beetle Rush
abil_skill_keeneyes_desc	See more accurate details when examining monsters.
abil_skill_keeneyes_name	Keen Eyes
abil_skill_kineticmagic_desc	(Passive) While at ^number1^ Stamina or lower, your Spirit Power increases by ^number2^.
abil_skill_kineticmagic_name	Kinetic Magic
abil_skill_kunaitoss_name	Kunai Toss
abil_skill_laserclaw_name	Spread Laser
abil_skill_laserfield2_name	Energy Field
abil_skill_lasershot2_name	Guardian Laser
abil_skill_lasershot_name	Laser Shot
abil_skill_lavabite_name	Lava Bite
abil_skill_lavashield_name	Phasma Shield
abil_skill_leap_name	Leap
abil_skill_lightarmormastery1_desc	^fp While wearing Light Armor, your movement abilities have a ^number1^ turn lower maximum cooldown (minimum ^number2^ turns).
abil_skill_lightarmormastery1_name	Light Armor Mastery
abil_skill_lightningbrew2_shortdesc	Blasts an area with lightning strikes.
abil_skill_lightningcircle_name	Lightning Circle
abil_skill_lightningdodgebuff_name	Lightning Speed
abil_skill_lightningline_name	Lightning Strike
abil_skill_lightningstorm_name	Lightning Storm
abil_skill_linecharge_name	Fierce Charge
abil_skill_luciddreamer_name	Lucid Dreamer
abil_skill_macemastery1_extradesc	Damage: ^number1^ of Weapon Power, ^number2^ chance to stun.
abil_skill_macemastery1_name	Berserk
abil_skill_macemastery1_shortdesc	Smashes a random nearby enemy with lots of POWER, possibly stunning them!
abil_skill_macemastery2_desc	^fp Deal ^number1^ damage with Maces to monsters that have been Stunned in the last ^number2^ turns.
abil_skill_macemastery2_name	Cruel Crusher
abil_skill_macemastery3_desc	^fp When striking a monster for at least ^number1^ of their max HP using a Mace, your chance to stun them is doubled.
abil_skill_macemastery3_name	Sunder
abil_skill_macemastery4_desc	Smashes an enemy in melee with massive force, dealing huge damage and knocking them back.
abil_skill_macemastery4_extradesc	Damage: ^number2^ of Weapon Power, plus another ^number3^ if target hits something.
abil_skill_macemastery4_name	Home Run
abil_skill_macemastery4_shortdesc	Attack and stun enemy in melee, knocking back ^number1^ tiles.
abil_skill_managespellshapes_desc	Controls which Spellshape and Spellshift are active. Only one Spellshape and one Spellshift may be active at a time.
abil_skill_managespellshapes_name	Spellshaping
abil_skill_manaseeker_desc	(Passive) Magic forces coalesce from enemies, turning all powerups into Energy restoring boosts.
abil_skill_manaseeker_name	Mana Seeker
abil_skill_materializeacid_name	Materialize Acid
abil_skill_mediumarmormastery1_desc	^fp While wearing Medium Armor, your chance to Dodge is increased by ^number1^ per ^number2^ points of Swiftness. (Max of ^number3^)
abil_skill_mediumarmormastery1_name	Medium Armor Mastery
abil_skill_megabeam_name	Eradication Beam
abil_skill_moldmindcontrol_name	Mold Mind Control
abil_skill_mon_counterattack_desc	^number1^ chance to counterattack when struck in melee.
abil_skill_mon_counterattack_name	Counterattack
abil_skill_mon_desperatestrike_desc	Powerful area attack usable at ^number1^ Health or lower.
abil_skill_mon_desperatestrike_name	Desperate Strike
abil_skill_mon_fasthealing_desc	Your pet now receives ^number1^ of your healing effects.
abil_skill_mon_fasthealing_name	Fast Healing
abil_skill_mon_taunt_desc	Monsters ^number1^ more likely to attack your pet instead of you.
abil_skill_mon_taunt_name	Annoying
abil_skill_monavenger_name	Avenger
abil_skill_mondivineretribution_name	Divine Fury
abil_skill_monfireevocation_name	Fire Evocation
abil_skill_monflameserpent_name	Flame Serpent
abil_skill_monrocketcharge_desc	Dashes forward in a line for a long distance, or until hitting a wall.
abil_skill_monrocketcharge_name	Rocket Charge
abil_skill_monrocketcharge_shortdesc	Dash forward in a line for a long distance, or until hitting a wall.
abil_skill_monshadowevocation_name	Shadow Evocation
abil_skill_monshadowstep_name	Shadowstep
abil_skill_monstaticfield_name	Static Field
abil_skill_monstermallet_desc	Attempt to knock out a non-champion monster with very low health.
abil_skill_monstermallet_shortdesc	Attempt to knock out a non-champion monster with #MALLETCHANCE# Health or less.
abil_skill_mortarfire_name	Mortar Fire
abil_skill_mossbeastvine_name	Summon Floraconda
abil_skill_mutagenself_name	Mutagen
abil_skill_negator_name	Negate Flow
abil_skill_neutralize_name	Neutralize
abil_skill_nigiri_name	Makizushi
abil_skill_nordshout_name	Nordic Shout
abil_skill_nordshout_shortdesc	Pushes all nearby enemies away.
abil_skill_panthoxskin_desc	(Passive) Your tough skin grants you increased Physical resistance based on your Elemental resistance.
abil_skill_panthoxskin_extradesc	^number1^ of the average of all your elemental resistance is added to Physical resists. This number cannot be negative.
abil_skill_panthoxskin_name	Panthox Skin
abil_skill_panthroxroar_name	Panthrox Roar
abil_skill_parry20_name	Passive Parrier
abil_skill_partinggift_extradesc	Explosions deal ^number1^ of Weapon Power as Fire.
abil_skill_partinggift_name	Parting Gifts
abil_skill_partinggift_shortdesc	Imbues your summoned pets with explosive energy that triggers when they are destroyed.
abil_skill_passiveshadowhit_name	Shadow Strike
abil_skill_phaseblink_name	Phase Blink
abil_skill_phasejump_name	Phase Jump
abil_skill_phasmabolt_name	Phasma Bolt
abil_skill_phasmashot_name	Phasma Shot
abil_skill_phoenixwing_desc	Creates a path of glowing qi energy. Stepping on the path will slash nearby enemies.
abil_skill_phoenixwing_extradesc	Damage: ^number1^ of Weapon Power per step.
abil_skill_phoenixwing_name	Phoenix Wing
abil_skill_phoenixwing_shortdesc	Create energy path. Step on tiles to slash damage to adjacent foes.
abil_skill_photoncannon_extradesc	Damage: ^number1^ Spirit Power, ^number2^ Weapon Power as Fire.
abil_skill_photoncannon_name	Photon Cannon
abil_skill_photoncannon_shortdesc	Fires a blazing runic energy blast in a line, extended by your Runic Crystal.
abil_skill_photosynthesis_desc	Absorb solar energy to power up your plant-based summons for a brief time.
abil_skill_photosynthesis_extradesc	Floraconda, Spitting Plant, Creeping Death, and Bed of Thorns deal ^number1^ damage for ^number2^ turns.
abil_skill_photosynthesis_name	Photosynthesis
abil_skill_piercebonus_desc	Deal ^number1^ damage with piercing weapons.
abil_skill_plantsynergy_desc	(Passive) Regenerate more resources by standing near summoned plants.
abil_skill_plantsynergy_name	Plant Synergy
abil_skill_plaser_name	Phasma Beam
abil_skill_playerclawrake_desc	Unleashes a powerful claw attack on nearby enemies after one turn, dealing much more damage if your Health is low. Briefly grants immunity to push and pull effects.
abil_skill_playerclawrake_extradesc	Damage: ^number1^ of Weapon Power as Physical, deals up to ^number2^ damage based on missing Health. Immunity to push and pull effects lasts ^number3^ turns.
abil_skill_playerclawrake_name	Revenge Claw
abil_skill_playerclawrake_shortdesc	Unleashes a powerful claw attack on nearby enemies after one turn.
abil_skill_playerfirebreath_desc	Unleashes a cone of fire after one turn. Briefly increases your Fire resistance.
abil_skill_playerfirebreath_extradesc	Damage: ^number1^ of Weapon Power, ^number2^ of Spirit Power as Fire. Gain ^number3^ Fire resistance for ^number4^ turns.
abil_skill_playerfirebreath_name	Salamander's Breath
abil_skill_playerfirebreath_shortdesc	Prepare fire breath that is unleashed for area damage after one turn.
abil_skill_playerfroghop_desc	Leap to the target tile. Briefly gives you reactive Health regeneration if struck by a strong attack.
abil_skill_playerfroghop_extradesc	Health regeneration restores ^number1^ of max Health if you are struck for at least ^number2^ of your max Health. Buff lasts ^number3^ turns.
abil_skill_playerfroghop_shortdesc	Leap to the target tile.
abil_skill_playericetraps_desc	Summons a large ring of freezing ice traps centered around you. Monsters that step into the traps are frozen solid. Briefly increases your Water resistance by ^number1^.
abil_skill_playericetraps_extradesc	Frozen monsters cannot move or attack, but can still use abilities. Water resistance buff lasts ^number2^ turns.
abil_skill_playericetraps_name	Ice Traps
abil_skill_playericetraps_shortdesc	Summons a large ring of freezing ice traps centered around you.
abil_skill_playermortarfire_desc	Calls a wild salvo of fire blasts to land after one turn. Briefly adds an explosive shell to your ranged attacks.
abil_skill_playermortarfire_extradesc	Damage per blast: ^number1^ of Weapon Power and Spirit Power as Fire. Ranged attacks gain ^number2^ Fire damage for ^number3^ turns.
abil_skill_playermortarfire_shortdesc	Calls a wild salvo of fire blasts to land after one turn.
abil_skill_playerneutralize_desc	Strips enemies of any positive buffs and bonuses and reduces their Physical defense. Increases your own Physical defense.
abil_skill_playerneutralize_extradesc	Only strips temporary effects. Enemy Physical defense reduced by ^number1^; your Physical defense is raised by ^number2^, both for ^number3^ turns.
abil_skill_playerneutralize_shortdesc	Strips enemies of any positive buffs and bonuses and reduces their Physical defense.
abil_skill_playerrocktoss_desc	Toss a boulder at an enemy, dealing extra damage if your Health is high and possibly Stunning them. You briefly grow a rocky hide, making you immune to Bleed and Poison effects.
abil_skill_playerrocktoss_extradesc	Damage: ^number1^ of Weapon Power as Physical, plus up to ^number2^ damage based on current Health as a percentage of maximum. Temporary immunity to Bleed and Poison lasts ^number3^ turns.
abil_skill_playerrocktoss_shortdesc	Toss a boulder at an enemy, dealing extra damage if your Health is high.
abil_skill_playersharkroar_desc	Let loose a mighty roar that instills fear into the hearts of monsters! They will be slowed and may run away. Boosts your CT gain briefly.
abil_skill_playersharkroar_extradesc	Boosts CT gain by ^number1^ per turn for ^number2^ turns.
abil_skill_playersharkroar_name	Mighty Roar
abil_skill_playersharkroar_shortdesc	Roar at nearby enemies, causing them to lose CT and possibly run away.
abil_skill_playerthunderstorm_desc	Calls lightning bolts to strike enemies around you, and may paralyze them. Lightning continues to strike at random afterward.
abil_skill_playerthunderstorm_extradesc	Damage: ^number1^ of Spirit Power as Lightning. Lightning continues to strike at random for ^number2^ turns.
abil_skill_playerthunderstorm_name	Thunderstorm
abil_skill_playerthunderstorm_shortdesc	Summon lightning bolts to strike around you.
abil_skill_playervinepull_desc	Lash out at a monster with grabbing vines and pull them toward you. Briefly grow a thorny hide.
abil_skill_playervinepull_extradesc	Damage: ^number1^ of Weapon Power as Poison. Thorns deal ^number2^ of received melee damage for ^number3^ turns.
abil_skill_playervinepull_shortdesc	Attack a monster at range and pull it toward you.
abil_skill_playerwebshot_desc	Shoots webbing at an enemy, rooting them in place. Also removes all roots on you, and makes you immune to roots briefly.
abil_skill_playerwebshot_extradesc	Enemy is rooted for ^number1^ turns. Root immunity lasts ^number2^ turns.
abil_skill_playerwebshot_shortdesc	Shoots webbing at an enemy, rooting them in place.
abil_skill_poisoncloud_name	Poison Cloud
abil_skill_poisonthorn_name	Poison Thorn
abil_skill_portalwarp_name	Dimension Jump
abil_skill_portalwarp_shortdesc	Warp through space to the target tile!
abil_skill_powerkick_2_desc	Create a wave of force with your palm, sending an enemy flying! Stuns for one turn, and deals damage if they hit something.
abil_skill_powerkick_2_name	Palm Thrust
abil_skill_powerkick_2_shortdesc	Push target enemy, stunning them. Deals damage if they hit something.
abil_skill_powerkick_desc	Create a wave of force with your palm, sending enemies flying! Stuns for one turn, and deals damage if they hit something.
abil_skill_powerkick_extradesc	Damage on Impact: ^number1^ of Weapon Power as Physical.
abil_skill_powerkick_shortdesc	Push target enemies, stunning them. Deals damage if they hit something.
abil_skill_powershield_name	Power Shield
abil_skill_ppbleed_desc	(Passive) Each time you attack, you may mark the Shinkesshu vital point, causing enemies to bleed. Use Budoka techniques on enemies with this status causing the bleed to worsen and spread to other enemies!
abil_skill_ppbleed_extradesc	Damage: ^number1^ of Weapon Power as Physical per turn. ^number2^ chance to mark enemies.
abil_skill_ppbleed_name	Vital Point: Bleed
abil_skill_ppexplode_desc	(Passive) Each time you attack, you may mark the Hyakkai vital point, causing enemies to explode on death. Use Budoka techniques on enemies with this status to root them firmly in place!
