abil_skill_summonvoidcrystal_name	Conjurar Cristal del vacío
md_randomshop_intro_txt	#cy#^$npcname:current$^:#ec# ¡Hola! ¿Quieres echar un vistazo a toda esta #cc#estupenda mercancía#ec#? Tengo todo tipo de cosas. Comida, armaduras, armas, cachivaches: ¡lo que quieras!\n
md_shopkeepers	#cc#Condición especial#ec#: ¡comerciantes en cada planta!
md_startwithnothing	#cy#Condición inicial#ec#: empieza en el nivel 1 sin equipamiento, habilidades, mascota o inventario.
misc_scaryface	¡CARA ATERRADORA!
misc_shape_flexrect	Rectángulo
misc_shape_semicircle	Semicírculo
mm_dualwielderemblem_tier0_biography_desc	Recoger tu Biografía de combate te da un ^number1^ de probabilidad de evasión durante ^number2^ turnos.
mm_dualwielderemblem_tier0_dualwield_desc	Los ataques básicos infligen un ^number1^ de daño al blandir armas dobles.
mm_dualwielderemblem_tier1_glide_desc	Gana una Pincelada mientras usas Planear.
mm_dualwielderemblem_tier1_shadow_desc	El daño por Sombra atraviesa el ^number1^ de la resistencia enemiga.
mm_dualwielderemblem_tier2_brush_desc	^number1^ de probabilidades de obtener una Pincelada al dar un paso.
mm_dualwielderemblem_tier2_dodge_desc	Evasión reduce todos los tiempos de espera en ^number1^ turno(s).
mm_elemental_bolt_desc	Furia elemental
mm_elemental_bolt_name	Al usar una habilidad elemental dañina: ^number1^ de probabilidades de golpear a un enemigo aleatorio con ^number2^ de Poder espiritual como el último elemento usado.
mm_elemental_bolt2_name	Dardos elementales
modedescription_adventure_shara	<color=#40b843>Modo aventura</color>\nSi llegas a 0 PV, <color=#40b843>regresarás al Campamento de Shara</color>.\nPerderás la mitad de tu dinero y PO no consumidos.\nRecomendado para <color=#40b843>principiantes en juegos de mazmorras</color>.\n\n
modedescription_heroic_shara	\n<color=#ffc80a>Modo heroico</color>\nSi llegas a 0 PV, acaba la partida (<color=red>muerte permanente</color>).\n¡Es bastante <color=#ffc80a>difícil</color>, pero también <color=yellow>es el modo de juego para el que se concibió la Historia de Shara</color>!\n\n
mon_voidcrystal_name	Cristal del vacío
monster_attr_liveinwater	Vive en el agua
mysteryking_chaser_powerup_txt	¡El #clr#~ Rey del Misterio ~#ec# que te persigue ha desplegado todo su poder!\n\nPrepárate para #cy#la verdadera batalla#ec#...\n\n
npc_jumpintoriver_name	Senda al Canal Cantorrodado
obj_holyfire_name	Fuego celestial
relic_flavor_no_owner	un héroe misterioso
relic_option_goback	Mira de nuevo el #cy#objeto original#ec#
relic_option_keep	Conserva la reliquia en este viaje. #cr#Desaparecerá#ec# cuando este finalice.
relic_option_wait	Recibe la reliquia #cy#tras#ec# superar este viaje. El rango #cg#cambiará de nivel#ec# en función del que tuvieras antes de entrar.
relic_tutorial_text	Las #clr#reliquias#ec# son piezas de equipamiento poderosas con efectos únicos que se generan aleatoriamente. ¡Pueden ser incluso más poderosas que los objetos #co#legendarios#ec# y #cg#conjuntos#ec#! Las #clr#reliquias#ec# solo se encuentran en los #cy#Viajes del Trotamundos#ec#.\n\nTienes garantizado encontrar una #clr#reliquia#ec# al derrotar al #cy#Rey del Misterio#ec#, jefe final del #clr#viaje#ec#. No obstante, a veces pueden encontrarse en otras partes de la mazmorra.\n\n
relic_tutorial_text2	Si encuentras una #clr#reliquia#ec# antes que al jefe, puedes elegir: usa la #clr#reliquia#ec# durante el resto del #cy#viaje#ec# (pero #cr#desaparecerá#ec# al completarlo), o recíbela como #cg#recompensa#ec# tras tu victoria.\n\nSi escoges la #cy#recompensa#ec#, el rango del objeto variará en función del nivel que tuvieras fuera del viaje y de la dificultad de este en sí.\n\n¡Elige con cuidado! Puede que quieras el poder de la #clr#reliquia#ec# durante la mazmorra, pero si lo haces, luego #cr#te quedarás sin ella#ec#. Si eliges la recompensa, no la recibirás a menos que #cg#ganes#ec#.\n\n
shadowdebuff30_name	Vulnerabilidad a la Sombra
shara_ability_update_text	¡Tu #cc#propósito#ec# está ahora más claro! #cy#^$sharamode:prevdominatename$^#ec# es ahora #cc#^$sharamode:dominatename$^#ec#.\n\n^$sharamode:dominatedesc$^\n\n
shara_ability_update_text_addendum	<size=46>¡Dominacion lograda!</size>\n\nTu habilidad de #cc#Dominación#ec# hace ahora que cada criatura que controles #cr#pierda Salud a lo largo del tiempo#ec#, en vez de curarte.\n\n¡Si un monstruo no trivial #cc#dominado#ec# es #cy#derrotado#ec#, recuperas un #cg#15 %#ec# de tu Salud, Resistencia y Energía máximas!\n\n
shara_stat_boost_counter	(Compra: ^tag1^)
skill_expmon_absorbpowerups_name	Absorción de potenciador
skill_expmon_adhesivetongue_name	Lengua adhesiva
skill_expmon_batterup_name	¡Bateo!
skill_expmon_boulder_slam	Aplastapantano
skill_expmon_burstgas	Llamarada tóxica
skill_expmon_burstgas_name	Estallido venenoso
skill_expmon_cannonstunner_name	Aturdidor cañonero
skill_expmon_cubeslimesummonreaction_name	Partir Mucílagas cúbicas
skill_expmon_divinepower_name	Aura celestial
skill_expmon_eatweapon_name	Comer arma
skill_expmon_fireball_name	Dardo ígneo
skill_expmon_fly2_name	Elevarse
skill_expmon_glitterskin_name	Piel brillante
skill_expmon_healovertime_name	Regeneración
skill_expmon_holystorm_name	Tormenta divina
skill_expmon_icepotion_name	Poción gélida
skill_expmon_megabolt_name	Gigavoltio
skill_expmon_mudfighter_name	Luchador del barro
skill_expmon_multibite_name	Tormenta de mordiscos
skill_expmon_passive_dodge25	Evasión ágil
skill_expmon_passive_dodge25_name	Evasión incrementada
skill_expmon_passivescare_name	Cara aterradora
skill_expmon_resilient_name	Resiliente
skill_expmon_slimehex_name	Megahechizo
skill_expmon_staffcharge_name	Paliza con bo
skill_expmon_stagrush_name	Ciervo veloz
skill_expmon_statusresist50_name	Estado resistente
skill_expmon_stealandeatfood_name	Engullir
skill_expmon_stickyshot_name	Disparo pegajoso
skill_expmon_transferhealth_name	Transferencia de Salud
skill_expmon_waterfighter_name	Luchador acuático
skill_expmon_wingslash_name	Corte de alas
skill_noroot_nostun_name	Resistencia al aturdimiento
skill_playerglitterskin_desc	¡Te cubre a ti y a tus aliados con una piel rutilante durante ^number1^ turnos! Golpear la piel brillante en cuerpo a cuerpo cegará a los atacantes.
skill_playerglitterskin_edesc	Los atacantes cegados pierden ^number2^ de Puntería durante ^number3^ turnos
skill_playerspinblade_desc	Crea cuatro hojas giratorias que se alejan de ti e infligen daños en cada turno. Aumenta brevemente tu Probabilidad de parada.
skill_playerspinblade_edesc	Las hojas infligen ^number1^ de Daño de armas como Físico. La Probabilidad de parada aumenta ^number2^ durante ^number3^ turnos.
skill_playerspitice_desc	Escupe una esquirla de hielo a un monstruo e inflige más daño cuanto más lejos estés. Aumenta brevemente tu Poder espiritual.
skill_playerspitice_edesc	
skill_summonvoidcrystal_desc	Crea un Cristal del vacío inmóvil que puede disparar un láser de largo alcance dos veces antes de desaparecer.
skill_summonvoidcrystal_extradesc	Sube de nivel contigo. Puedes invocar varios Cristales del vacío de golpe.
skill_xp_bladefroghop_name	Salto filoso
tutorial_exp_campfire_text	En la #cc#Campaña de Shara#ec#, siempre encontrarás una #cy#fogata de campamento#ec# cada #cc#tres plantas#ec#. Son una oportunidad para recuperarse, laprender nuevos #cc#poderes#ec# y comprar #cy#objetos#ec#.\n\n¡Planifica tu aventura en función de estos pequeños descansos!\n\n
tutorial_exp_sharamode_maxcreatures_text	La habilidad #cc#^$getstring:sharaabilityname$^#ec# de Shara solo puede controlar un #cy#número limitado#ec# de criaturas a la vez. Cuando tengas #cy#^$getstring:sharamaxcreatures$^#ec# criaturas bajo tu control, ya no podrás hechizar a más.\n\n¡No obstante, a medida que avances en la historia, esta habilidad #cc#mejorará#ec#! No olvides ver su descripción tras superar grandes hitos de esta historia.\n\n
tutorial_exp_sharamode_part1_text	Te damos la bienvenida a la #cc#Campaña de Shara#ec#. En este modo de juego, vivirás la historia de #cg#Tangledee#ec#p desde una nueva perspectiva y con una jugabilidad exclusiva. ¡Si todavía no has vencido al #cy#tercer jefe#ec# de la historia principal, te recomendamos que lo hagas primero!\n\nEn este modo ya no tienes una #cg#petaca curativa#ec#, y en vez de eso, al pisar sobre una fuente recuperarás al instante algunos recursos. Además, tampoco puedes ir al #cy#Campamento Cantorrodado#ec#, así que tu #cy#portal#ec# solo sirve para viajar rápido a otros lugares.\n\nEso significa que no hay Urdesueños, Huerto mágico o Corral...\n
tutorial_exp_sharamode_part2_text	Shara no gana #cy#experiencia#ec# ni aprende habilidades gastando #cg#OP#ec#. En vez de eso, puedes usar #cg#PO#ec# para comprar potenciadores de estado permanentes en la pantalla de habilidades. Cada potenciador cuesta más que el anterior.\n\nHay dos formas de aprender habilidades. Puedes aprender habilidades de otras profesiones abriendo #cy#Cajas de Pandora#ec#, lo que te garantiza poder elegir una de dos habilidades aleatorias.\n\n¡También obtendrás una habilidad exclusiva de #cc#Shara#ec# cuando descanses junto a una fogata de campamento! Elige tus habilidades con cuidado, ya que serán #cy#diferentes cada vez que juegues#ec#.\n\n
tutorial_exp_sharamode_wanderingmon_text	¡A medida que #cy#Shara#ec# gane poder y haga saber de su presencia, las criaturas de #cg#Tangledeep#ec# empezarán a evitarla! Si demuestras tu fuerza y derrotas suficientes criaturas #cy#en cualquier planta#ec#, #cr#dejarán de aparecer#ec# nuevos monstruos en ella.
wanderer_intro_1	#cy#??? TROTAMUNDOS#ec#: Ah, sí, sí. Pero tan solo voy adonde me llevan los #cc#ríos#ec#.\n\nTú, en cambio..., pareces ser de las que #cy#forjan su propio camino#ec#. Prefieres nadar contracorriente antes que ir a la deriva.\n\n¿No es así?\n
wanderer_intro_2	#cy#??? TROTAMUNDOS#ec#: Un alma tan vieja como la mía ha visto selvas crecer desde un solo retoño hasta convertirse en densas junglas. Podría contarte mucho de las historias de esta tierra, historias de #cg#mucho más allá de Tangledeep#ec#.\n\n¡Pero debes sumergirte por completo en la historia!\n\nCuando tu mente emprenda el viaje, tu cuerpo la seguirá. Ábrete a nuevas experiencias y encontrarás un #cc#océano#ec# infinito de experiencias aguardándote.\n
wanderer_intro_3	#cy#??? TROTAMUNDOS#ec#: Solo tengo relatos, exploradora. Te contaré uno si de verdad estás preparada para #cy#abrir la mente#ec#.\n\nSi albergas dudas, no lograrás una #cy#auténtica inmersión#ec# y no podré llevarte en este viaje.\n\nEs posible incluso que te encuentres sin tu #cg#equipamiento, habilidades, mascotas u objetos#ec#. ¿Estás lista para #cy#escuchar mi relato#ec#?\n
wanderer_intro_4	#cy#??? TROTAMUNDOS#ec#: Ah, aquí estás. Te quedaste #cy#obnubilada#ec# durante mi historia. Suele pasar cuando uno está #cy#inmerso#ec# en un buen relato.\n\nComo no lo acabamos, tendremos que empezar de nuevo por el principio. Por supuesto, los detalles #cy#cambian cada vez#ec#, así que uno nunca puede estar preparado del todo.\n\n¿Estás lista?\n
wanderer_intro_5	#cy#??? TROTAMUNDOS#ec#: ¡Muy bien! Te contaré el #clr#Ascenso a la montaña#ec#.\n\nTe encontrarás en el inicio de un viaje maravilloso; lleno de criaturas #cy#diferentes a nada que hayas visto hasta ahora#ec#. Una #clr#Reliquia#ec# de valor incalculable se encuentra en lo alto de un imponente pico rodeado de vientos aullantes.\n\nEso es todo. Cierra los ojos y #cg#escucha mis palabras#ec#...\n\n
wanderer_intro_response1	Eres muy sabio para ser un pescador.
wanderer_intro_response2	¡¿Has estado más allá de Tangledeep?! ¿Qué más hay ahí fuera?
wanderer_intro_response3	Espera, tengo que hacer otra cosa antes.
wanderer_intro_response4	Estoy lista. ¡Cuéntame, por favor!
waterdebuff30_name	Vulnerabilidad al Agua
xp_obj_staticparalyzer_name	Energía eléctrica
exp1_obj_dominator_head_name	Trofeo
