abil_skill_summonvoidcrystal_name	Leerenkristall beschwören
exp_weaponmaster_statue_text	Das ist die Statue eines #cy#mächtigen Kriegers#ec#, ein Meister jeder Waffen- und Kampfart.\n\nEine wohlwollende Aura umgibt das #cc#Flow#ec# hier. Es scheint fast, als ob er mir ein #cg#Fragment seines Wissens#ec# schenken möchte.\n\nSoll ich hier meditieren?\n
glitterskin_status_desc	Nahangreifer werden geblendet und verlieren ^number2^ Zg. lang ^number1^ Genauigkeit.
intro_dualwielder	Tinte und Feder sind das Herz einer jeden Geschichte.\nOb breite Striche oder feine Details,\nmeine Künste sind eins mit meinem Pfad.\nDas Heute ist nicht mehr als ein weißes Blatt.
item_armor_heavyarmor5_desc	Die Details auf dieser Rüstung sind so … viele. Und sie wurde auf Hochglanz poliert. Sie hat ganz offensichtlich noch nie einen Kampf gesehen. Bestimmt wurde sie nur zu besonderen Anlässen getragen.
item_armor_heavyarmor5_name	Herrlicher Harnisch
item_armor_lightarmor5_desc	Mit diesem Mantel fühle ich mich, als ob mich jemand auf jedem Schritt beschützt. Wenn ich stolpere, hilft er mir sogar, meine Balance wiederzufinden. Wer hätte gedacht, dass man sich mit einem so dünnen Stoff so sicher und geborgen fühlen kann?
item_armor_lightarmor5_name	Arkanmantel
item_armor_mediumarmor5_desc	Diese Mithrilringe glänzen so schön im Licht, dass es beinahe aussieht wie ein Paillettenkleid! Aber im Gegensatz zu den meisten Kleidern fühle ich mich hiermit rundum geschützt. Genial!
item_armor_mediumarmor5_name	Mithrilkettenhemd
item_armor_shield6_desc	Dieses Wappen habe ich mal in einem Buch gesehen. Es gehörte zu einem mythischen Königreich, das laut den Ältesten nur eine Legende gewesen sein soll. Aber ich habe nie an seiner Existenz gezweifelt!
item_armor_shield6_name	Königsschild
item_bomb_confusetraps_desc	Ich habe gehört, dass eine Packung mit solchen Fallen mal in der Nähe des Geheges aufgebrochen ist und Jesse einen ganzen Tag gebraucht hat, um die Monster wieder zurückzubringen.
item_bomb_confusetraps_effectdesc	Stellt Fallen auf, aus denen ein verwirrendes Gas austritt, wenn ein Monster darauf tritt! Fallen halten ^number1^ Zg. an und sorgen ^number2^ Zg. lang für Verwirrung.
item_bomb_confusetraps_name	Verwirrfallen
item_item_gem8_desc	Anscheinend ist dieses Metall in Windbach gerade total angesagt, aber ich verstehe wirklich nicht, warum. Es hält nicht kaum etwas aus, es glänzt nicht so schön wie Gold, und außerdem hebt man sich damit einen Bruch!
item_item_gem9_desc	Der härteste Edelstein in ganz Tangledeep. Wenn diese Steinchen nicht so wertvolll und selten wären, würde ich mir damit nervige Monster aus dem Weg hauen.
item_weapon_2hsword6_desc	So ein Schwert könnte selbst einen erfahrenen Soldaten an seine Grenzen bringen. Wenn ich dieser Waffe alle Ehre machen will, muss ich viel mutiger werden.
item_weapon_2hsword6_name	Heldenschwert
item_weapon_axe6_desc	Ich frage mich das schon länger, aber kann man eigentlich Sachen mit gefundener goldener Ausrüstung kaufen? Welche wunderbare reiche Person stellt solche Dinge wohl her? Ich sollte mal Katie darauf ansprechen.
item_weapon_axe6_name	Aureliaxt
item_weapon_bow6_desc	Wenn ich mein Ziel mit diesem Bogen anvisiere, fühle ich eine wohlwollende Präsenz meine Hand führen. Das fühlt sich sogar wenn ich tödliche Projektile anfeuere irgendwie beruhigend an.
item_weapon_bow6_name	Wohlschuss
item_weapon_claw6_desc	Mit so einem großen Zahn muss das Monster ja gigantisch gewesen sein! Solchen scharfen Beißern will man wirklich nicht gegenüberstehen. Aber dem, der so einen Zahn entfernen konnte, gehe ich auch lieber aus dem Weg.
item_weapon_claw6_name	Riesenreißer
item_weapon_dagger6_desc	Ich werde mich wohl nie an das Gefühl gewöhnen, von meiner eigenen Waffe angestarrt zu werden. Vor allem mit diesem verurteilenden Blick, wann immer ein Angriff daneben geht.
item_weapon_dagger6_name	Alptraumdorn
item_weapon_mace6_desc	Das ist ein brutales Teil. Finesse sucht man hier vergebens. Das einzige Wort, das mir bei so einer Waffe einfällt, ist „Paaamm“!
item_weapon_mace6_name	Rauhauer
item_weapon_spear6_desc	Es ist schon verrückt, wie viel stylisher ein Speer aussieht, wenn man einfach ein Stück roten Stoff daran befestigt. Aber wie oft es wohl vorkommt, dass ein Erkunder mitten im Kampf deswegen auf die Nase fällt …?
item_weapon_spear6_name	Naginata
item_weapon_staff6_desc	Seitdem ich diesen Stab mit mir herumtrage, habe ich nur noch angenehme Träume und wache so richtig erholt auf. Es scheint fast so, als ob das Licht, das er ausstrahlt, meine Seele beruhigt.
item_weapon_staff6_name	Luminaire
item_weapon_sword0_desc	Tinte ist der Lebenssaft eines jeden Kalligrafen. Jedes Zeichen, das auf dem Pergament zurückbleibt, ist eine Erweiterung seiner selbst. Ich habe hart daran gearbeitet, diese Lektionen zu verstehen, und jetzt ist die Zeit gekommen, meine eigenen Seiten in der Geschichte zu schreiben.
item_weapon_sword0_name	Übungsfeder
item_weapon_sword6_desc	Ich kann immer noch nicht fassen, wie unglaublich leicht und ausbalanciert dieses Schwert ist. Es fühlt sich fast an, als ob ich einen Traum in den Händen halte. Ein Traum, der Monster an Ort und Stelle ausmerzt.
item_weapon_sword6_name	Traumklinge
lightningdebuff30_name	Blitzempfindlich
log_bankrelic	Du legst das Relikt beiseite: ^tag1^.\n\nEs landet in deiner #cy#Bank#ec#, wenn du gewinnst!\n\n
log_error_know_skill	Du #cr#kennst#ec# diese Fähigkeit bereits!
log_keeprelic	Du behältst das Relikt: ^tag1^.\n\nEs wird am Ende dieser Reise verschwinden.\n\n
log_mon_terrain_power	#cy#^tag2^#ec# macht #cy#^tag1^#ec# #cg#noch stärker#ec#!
log_monster_died_shara	^tag1^ wurde besiegt! Du erhältst <color=#40b843>^tag2^</color> JP und <color=yellow>^tag3^</color> G!
log_oilslick_poison_damage_up	<color=yellow>Der Ölteppich verstärkt den Giftschaden!</color>
log_robot_summon	#cy#^tag1^#ec# baut einen weiteren #cy#^tag1^#ec# aus Schrottteilen!
log_shara_creatureheal	Du erhältst #cy#^tag1^#ec# Gesundheit von Monstern, die du #cc#kontrollierst#ec#!
log_shara_maxcreatures	Du kannst #cr#keine weiteren Monster#ec# kontrollieren! (Max.: #cy#^tag1^#ec#)
log_shield_absorb_damage_attack	<color=#ffc80a>^tag1^</color> trifft <color=#ffc80a>^tag3^</color> für #co#^tag2^#ec# Schaden! (#cc#SCHILD ABSORBIERT!#ec#)
log_shield_absorb_damage_effect	<color=#ffc80a>^tag1^</color> trifft <color=#ffc80a>^tag3^</color> für #co#^tag2^#ec# Schaden mit #cy#^tag4^#ec#! (#cc#SCHILD ABSORBIERT!#ec#)
md_items_breakables	#cc#Sonderregelung#ec#: Du findest mehr Gegenstände in zerstörbaren Objekten!
md_jp_only_campfires	#cc#Sonderregelung#ec#: Du erhältst JP nur an Lagerfeuern!
md_keepgold_items_relics	#cy#Bei Sieg#ec#: Du behältst dein ganzes #cy#Gold#ec#, alle #cg#Gegenstände#ec# und mindestens ein im Dungeon erhaltenes #clr#Relikt#ec#.
md_keepgold_relics	#cy#Bei Sieg#ec#: Du behältst dein ganzes #cy#Gold#ec# und mindestens ein im Dungeon erhaltenes #clr#Relikt#ec#.
md_keeprelics	#cy#Bei Sieg#ec#: Du behältst mindestens ein im Dungeon erhaltenes #clr#Relikt#ec#.
md_king_chaser	#cc#Sonderregelung#ec#: Der #clr#Geheimkönig#ec# wird dich von Anfang an verfolgen!
md_lowmonsteraggro	#cc#Sonderregelung#ec#: Monster sind weniger aggressiv!
md_many_champions	#cc#Sonderregelung#ec#: Weniger Monster, mehr Champions!
md_mini_dreamcaster_explain_text	#cy#MINI-TRAUMGIEẞER#ec#: Die Nutzungsanweisungen sind folgende.\n\nFüge #cy#Ausrüstungsgegenstand#ec#, #cc#Träumereiorb#ec# und #co#Gold#ec# in die Einheit ein.\n\nAusrüstung wird aufgewertet. Wenn möglich, kann ein zusätzlicher #co#Magiemod#ec# hinzugefügt werden.\n\n#cy#Mini-Traumgießer#ec# #cr#zerstören sich#ec# nach Verwendung #cr#von selbst#ec#.\n
md_mini_dreamcaster_main_response0	Du bist ja süß! Was machst du denn?
md_mini_dreamcaster_main_response1	Werte meine Ausrüstung auf!
md_mini_dreamcaster_main_text	#cy#MINI-TRAUMGIEẞER#ec#: #cg#Aktueller Status: klein und operativ.#ec#\n
md_mini_dreamcaster_orbselect_text	#cy#MINI-TRAUMGIEẞER#ec#: Bite wähle den #cy#Träumereiorb#ec# aus, der verwendet werden soll. Wählst du einen #cc#Klarorb#ec# oder #cg#Talentorb#ec#, so erhältst du den daran angebrachten Magiemod.\n
md_mini_dreamcaster_upgrade_text	#cy#MINI-TRAUMGIEẞER#ec#: Bitte wähle einen Ausrüstungsgegenstand, der aufgewertet werden soll. Alle Aufwertungen benötigen einen #cy#Träumereiorb#ec#.\n\nDu kannst den Orb wählen, nachdem du das Ausrüstungsteil gewählt hast.\n\n#cy#Achtung: Diese Mini-Traumgießer-Einheit kann nur einmal verwendet werden. Danach wird sie sich #ec##cr#selbst zerstören#ec#.\n
md_monster_powerup	#cc#Sonderregelung#ec#: Monster bekämpfen einander. Wenn sie ein anderes Monster besiegen, stufen sie sich hoch!
md_monsters_respawn	#cc#Sonderregelung#ec#: Monster kommen zurück!
md_more_consumables	#cc#Sonderregelung#ec#: Du findest viel mehr Verbrauchsgegenstände!
md_nodrops	#cc#Sonderregelung#ec#: Monster lassen keine Gegenstände oder Ausrüstung fallen!
md_ondefeat_loseprogress	#cy#Bei Niederlage#ec#: Du verlierst alle Fortschritte aus dem Dungeon.
md_randomshop_intro_txt	#cy#^$npcname:current$^:#ec# Hallo! Möchtest du nicht mal einen Blick auf all diese #cc#feinen Waren#ec# werfen? Bei mir gibt es alles Mögliche. Essen, Rüstung, Waffen, Schnickschnack und noch viel mehr!\n
md_shopkeepers	#cc#Sonderregelung#ec#: Händler auf jeder Ebene!
md_startwithnothing	#cy#Startsituation#ec#: Du beginnst auf Stufe 1 ohne Ausrüstung, Fähigkeiten, Gefährten oder Gegenstände.
misc_scaryface	TERRORFRATZE!
misc_shape_flexrect	Rechteck
misc_shape_semicircle	Halbkreis
mm_dualwielderemblem_tier0_biography_desc	Hebst du deine Kampf-Biografie auf, so erhältst du ^number2^ Zg. lang ^number1^ Ausweichchance.
mm_dualwielderemblem_tier0_dualwield_desc	Grundangriffe fügen beim Kampf mit zwei Waffen ^number1^ Schaden zu.
mm_dualwielderemblem_tier1_glide_desc	Du erhältst einen Pinselstrich, wenn du Gleitflug einsetzt.
mm_dualwielderemblem_tier1_shadow_desc	Schattenschaden durchdringt ^number1^ des gegnerischen Widerstands.
mm_dualwielderemblem_tier2_brush_desc	^number1^ Chance, mit einem Schritt einen Pinselstrich zu erhalten.
mm_dualwielderemblem_tier2_dodge_desc	Ausweichen beschleunigt alle Abklingzeiten um ^number1^ Zg.
mm_elemental_bolt2_name	Elementare Rage
mm_elemental_bolt_desc	Bei Verwendung einer schadenden Elementar-Fähigkeit: ^number1^ Chance, zufälligen Gegner für ^number2^ Geisteskraft mit deinem zuletzt verwendeten Element zu treffen.
mm_elemental_bolt_name	Elementarschläge
modedescription_adventure_shara	<color=#40b843>Abenteuermodus</color>\nSobald du auf 0 TP fällst, <color=#40b843>kehrst du zurück zu Sharas Lager</color>.\nDu verlierst die Hälfte deines Geldes und nicht ausgegebene JP.\nEmpfohlen für <color=#40b843>Roguelike-Newbies</color>.\n\n
modedescription_heroic_shara	\n<color=#ffc80a>Heldenmodus</color>\nSobald du auf 0 TP fällst, ist das Spiel zu Ende (<color=red>Permadeath</color>).\nDies ist sicher eine <color=#ffc80a>Herausforderung</color>, aber <color=yellow>genau so ist Sharas Geschichte gedacht</color>!\n\n
mon_voidcrystal_name	Leerenkristall
monster_attr_liveinwater	Lebt im Wasser
mysteryking_chaser_powerup_txt	Der dich verfolgende #clr#~ Geheimkönig ~#ec# hat seine vollen Kräfte entfesselt!\n\nGleich geht #cy#der Kampf richtig#ec# los …\n\n
npc_jumpintoriver_name	Pfad zum Windbacher Wasserweg
obj_holyfire_name	Mystisches Feuer
relic_flavor_no_owner	a mysterious hero
relic_option_goback	#cy#Original-Gegenstand#ec# noch einmal ansehen
relic_option_keep	Behalte auf dieser Reise das Relikt. Es #cr#verschwindet#ec#, sobald die Reise endet.
relic_option_wait	Erhalte das Relikt, #cy#nachdem#ec# du diese Reise gemeistert hast. Der Rang wird vor Eintritt der Stufe entsprechend #cg#angepasst#ec#.
relic_tutorial_text	#clr#Relikte#ec# sind mächtiges, zufällig generiertes Zubehör mit einzigartigen Effekten. Sie können sogar noch wirkungsvoller sein als #co#legendäre#ec# Gegenstände oder Gegenstände aus #cg#Ausrüstungssets#ec#! #clr#Relikte#ec# findet man nur in #cy#Reisen des Wanderers#ec#.\n\nDu findest garantiert ein #clr#Relikt#ec#, wenn du den #cy#Geheimkönig#ec# besiegst, den Endboss der #clr#Reise#ec#. Allerdings können sie auch an anderen Stellen im Dungeon gefunden werden.\n\n
relic_tutorial_text2	Findest du vor dem Boss ein #clr#Relikt#ec#, musst du dich entscheiden: Verwende das #clr#Relikt#ec# für die restliche #cy#Reise#ec# (doch bei Abschluss #cr#verschwindet#ec# es), oder erhalte es als #cg#Belohnung#ec# nach dem Sieg.\n\nEntscheidest du dich für die #cy#Belohnung#ec#, so passt sich der Rang des Gegenstandes deiner Stufe außerhalb der Reise sowie der Schwierigkeit innerhalb der Reise an.\n\nWähle mit Bedacht! Vielleicht möchtest du dir die Kraft des #clr#Relikts#ec# im Dungeon zunutze machen, doch leider kannst du es hinterher #cr#nicht behalten#ec#. Entscheidest du dich für die Belohnung, erhältst du es nur, wenn du #cg#gewinnst#ec#.\n\n
shadowdebuff30_name	Schattenempfindlich
shara_ability_update_text	Deine #cc#Bestimmung#ec# ist nun klarer geworden! #cy#^$sharamode:prevdominatename$^#ec# ist jetzt #cc#^$sharamode:dominatename$^#ec#.\n\n^$sharamode:dominatedesc$^\n\n
shara_ability_update_text_addendum	<size=46>Domination gemeistert!</size>\n\nDurch deine #cc#Dominations#ec#-Fähigkeit wird jede Kreatur in deiner Kontrolle nun nicht mehr mit der Zeit geheilt, sondern #cr#verliert stattdessen an Gesundheit#ec#.\n\nSobald ein nicht-banales #cc#dominiertes#ec# Monster #cy#besiegt#ec# wurde, stellst du #cg#15 %#ec# deiner max. Gesundheit, Ausdauer und Energie wiederher!\n\n
shara_stat_boost_counter	(Käufe: ^tag1^)
skill_expmon_absorbpowerups_name	Power-up-Sauger
skill_expmon_adhesivetongue_name	Klebezunge
skill_expmon_batterup_name	Bouing!
skill_expmon_boulder_slam	Schlammstoß
skill_expmon_burstgas	Giftexplosion
skill_expmon_burstgas_name	Giftstrahl
skill_expmon_cannonstunner_name	Betäubungsschuss
skill_expmon_cubeslimesummonreaction_name	Würfelschleimspaltung
skill_expmon_divinepower_name	Warme Aura
skill_expmon_eatweapon_name	Waffenfresser
skill_expmon_fireball_name	Feuerschlag
skill_expmon_fly2_name	Schwebe
skill_expmon_glitterskin_name	Glitzerhaut
skill_expmon_healovertime_name	Regeneration
skill_expmon_holystorm_name	Göttlicher Sturm
skill_expmon_icepotion_name	Frosttrank
skill_expmon_megabolt_name	Gigavolt
skill_expmon_mudfighter_name	Schlammkämpfer
skill_expmon_multibite_name	Bissard
skill_expmon_passive_dodge25	Flinkausweichung
skill_expmon_passive_dodge25_name	Erhöhtes Ausweichen
skill_expmon_passivescare_name	Terrorfratze
skill_expmon_resilient_name	Zäh
skill_expmon_slimehex_name	Megafluch
skill_expmon_staffcharge_name	Bou-Prügel
skill_expmon_stagrush_name	Hirschige Hilfe
skill_expmon_statusresist50_name	Statuswiderstand
skill_expmon_stealandeatfood_name	Futtermopser
skill_expmon_stickyshot_name	Klebriger Schuss
skill_expmon_transferhealth_name	Gesundheitsspende
skill_expmon_waterfighter_name	Wasserkämpfer
skill_expmon_wingslash_name	Schwingenschlag
skill_noroot_nostun_name	Betäubungswiderstand
skill_playerglitterskin_desc	Umgibt dich und deine Verbündeten ^number1^ Zg. lang mit glitzernder Haut! Ein Nahangriff der Glitzerhaut blendet Angreifer.
skill_playerglitterskin_edesc	Geblendete Angreifer verlieren ^number3^ Zg. lang ^number2^ Genauigkeit.
skill_playerspinblade_desc	Erzeugt vier sich drehende Klingen, die sich von dir wegbewegen und mit jedem Zug Schaden verursachen. Erhöht kurzfristig deine Parierchance.
skill_playerspinblade_edesc	Klingen fügen ^number1^ des Waffenschadens als phys. Schaden zu. Parierchance wird für ^number3^ Zg. um ^number2^ erhöht.
skill_playerspitice_desc	Spucke einen Eissplitter auf ein Monster. Je größer die Entfernung, desto größer der Schaden. Erhöht kurzfristig deine Geisteskraft.
skill_playerspitice_edesc	Schaden: ^number1^ der Geisteskraft als Wasser. Fügt für jedes Feld zwischen dir und deinem Ziel ^number2^ Bonusschaden zu. Erhöht deine Geisteskraft ^number4^ Zg. lang um ^number3^.
skill_summonvoidcrystal_desc	Erzeugt einen unbeweglichen Leerenkristall, der zweimal einen weitreichenden Laser abfeuern kann und dann verschwindet.
skill_summonvoidcrystal_extradesc	Passt sich deiner Stufe an. Es können mehrere Leerenkristalle gleichzeitig beschworen werden.
skill_xp_bladefroghop_name	Klingensprung
tutorial_exp_campfire_text	In #cc#Sharas Geschichte#ec# findest du immer #cc#alle drei Ebenen#ec# ein #cy#Lagerfeuer#ec#. Diese sind eine gute Gelegenheit, dich zu erholen, neue #cc#Fähigkeiten#ec# zu lernen und neue #cy#Gegenstände#ec# zu kaufen.\n\nPlane dein Abenteuer um diese kurzen Pausen herum!\n\n
tutorial_exp_sharamode_maxcreatures_text	Sharas #cc#^$getstring:sharaabilityname$^#ec#-Fähigkeit kann immer nur eine #cy#gewisse Anzahl#ec# an Monstern kontrollieren. Wenn du bereits #cy#^$getstring:sharamaxcreatures$^#ec# Monster unter deiner Kontrolle hast, wirst du keine mehr betören können.\n\nAllerdings wird diese Fähigkeit mit deinem Spielfortschritt #cc#aufgewertet#ec#! Schau dir nach wichtigen Fortschritten in der Geschichte unbedingt ihre Beschreibung an.\n\n
tutorial_exp_sharamode_part1_text	Willkommen in #cc#Sharas Geschichte#ec#. In diesem Spielmodus erlebst du die Geschichte von #cg#Tangledeep#ec# aus einer neuen Perspektive, und mit einem einzigartigen Gameplay. Solltest du noch nicht den #cy#dritten Boss#ec# der Hauptgeschichte besiegt haben, wäre es nicht schlecht, wenn du das erst noch erledigst!\n\nIn diesem Modus hast du keine #cg#Heilflasche#ec# mehr, und wenn du in einen Brunnen steigst, stellst du stattdessen sofort einige Ressourcen wiederher. Außerdem kannst du niemals zum #cy#Windbacher Marktplatz#ec# gehen, daher kannst du mit deinem #cy#Portal#ec# nur an andere Orte blitzreisen.\n\nDas bedeutet, dass es weder einen Traumgießer, noch einen magischen Hain, noch ein Gehege gibt.\n
tutorial_exp_sharamode_part2_text	Shara erhält keine #cy#Erfahrung#ec#, und sie lernt auch keine Fähigkeiten, indem sie #cg#JP#ec# ausgibt. Stattdessen kannst du im Fähigkeitenreiter #cg#JP#ec# gegen dauerhafte Werteschübe eintauschen. Jeder Schub ist teurer als der letzte.\n\nEs gibt zwei Wege, Fähigkeiten zu lernen. Du kannst dir Fähigkeiten anderer Jobs aneignen, indem du #cy#Büchsen der Pandora#ec# öffnest, wodurch du eine von zwei zufälligen Fähigkeiten wählen kannst.\n\nAußerdem erhältst du, wenn du dich an einem Lagerfeuer ausruhst, eine einzigartige #cc#Shara#ec#-Fähigkeit – und zwar garantiert! Wähle deine Fähigkeiten mit Bedacht, denn jedes Mal, wenn du spielst, #cy#ist die Auswahl anders#ec#.\n\n
tutorial_exp_sharamode_wanderingmon_text	Während #cy#Shara#ec# für ihre immer wachsende Stärke bekannt wird, fangen die Monster in #cg#Tangledeep#ec# an, ihr aus dem Weg zu gehen! Indem du deine Kräfte zur Schau stellst und #cy#auf einer beliebigen Ebene#ec# genügend Monster besiegst, werden #cr#dort keine neuen Monster mehr auftauchen#ec#.\n\n
wanderer_intro_1	#cy#??? WANDERER#ec#: Ja, bitte! Doch ich gehe nur dorthin, wo das #cc#Wasser#ec# mich bringt.\n\nDu hingegen … du scheinst eine Person zu sein, die #cy#selbst bestimmt, wohin sie geht#ec#. Du würdest eher gegen den Strom schimmen, als ziellos umherzutreiben.\n\nSage mir, ist das so?\n
wanderer_intro_2	#cy#??? WANDERER#ec#: Eine alte Seele wie ich hat ganze Wälder aus einem einzigen Samen wachsen sehen. Es gibt vieles, das ich dir über die Geschichten unserer Welt erzählen könnte, Geschichten #cg#weit über Tangledeep hinaus#ec#.\n\nDoch du musst dich der Geschichte voll und ganz hingeben!\n\nWährend sich dein Kopf auf die Reise begibt, kann dein Körper ihm folgen. Öffne dich neuen Erfahrungen, dann erwartet dich ein endloser #cc#Ozean#ec# von Entdeckungen.\n
wanderer_intro_3	#cy#??? WANDERER#ec#: Ich habe nur Geschichten, Abenteurer. Ich werde dir eine erzählen, wenn du wahrlich bereit bist, #cy#dich zu öffnen#ec#.\n\nHast du auch nur den geringsten Zweifel, so kannst du dich nicht #cy#wirklich hingeben#ec#, und ich kann dich nicht auf diese Reise mitnehmen.\n\nDu könntest sogar feststellen, dass du keine #cg#Ausrüstung, Fähigkeiten, Gefährten oder Gegenstände#ec# hast. Bist du bereit #cy#für meine Geschichte#ec#?\n
wanderer_intro_4	#cy#??? WANDERER#ec#: Ah, da bist du ja! Du wurdest während meiner Geschichte #cy#etwas benommen#ec#. Das ist nicht ungewöhnlich, wenn man sich einer guten Geschichte #cy#hingibt#ec#.\n\nDoch da wir die Geschichte nicht beendet haben, müssen wir von vorn beginnen. Die Details #cy#ändern sich mit jedem Mal#ec#, wie du weißt, daher kann man nie ganz vorbereitet sein.\n\nBist du bereit?\n
wanderer_intro_5	#cy#??? WANDERER#ec#: Nun gut! Ich werde dir von der #clr#Bergwanderung#ec# erzählen.\n\nDu befindest dich am Anfang einer wundersamen Reise, eine voller Kreaturen, welche du #cy#noch nie gesehen hast#ec#. Ein #clr#Relikt#ec# unbekannten Wertes befindet sich auf einem riesigen Gipfel, umgeben von tösenden Winden.\n\nSo ist es richtig. Schließe deine Augen und #cg#lausche meinen Worten#ec# …\n\n
wanderer_intro_response1	Für einen Fischer bist du sehr weise.
wanderer_intro_response2	Du hast die Welt außerhalb Tangledeep gesehen? Was gibt es da draußen?
wanderer_intro_response3	Moment, ich muss erst noch etwas erledigen.
wanderer_intro_response4	Ich bin bereit. Erzähle mir die Geschichte!
waterdebuff30_name	Wasserempfindlich
xp_obj_staticparalyzer_name	Elektrische Energie
exp1_obj_dominator_head_name	Trophäe
